subscription_id,customer_id,platform,start_date,end_date,price,plan_type,status
4694,5597,Zee5,26-09-2024,14-02-2026,149,Monthly,Active
4695,2255,Disney+ Hotstar,11-04-2024,05-12-2025,499,Yearly,Active
4696,2553,Disney+ Hotstar,20-11-2024,13-05-2026,299,Quarterly,Expired
4697,3763,Amazon Prime,05-06-2024,18-04-2026,149,Quarterly,Active
4698,3254,SonyLIV,26-03-2024,25-12-2025,99,Quarterly,Expired
4699,918,Disney+ Hotstar,09-10-2024,21-12-2025,299,Monthly,Expired
4700,5985,SonyLIV,03-09-2025,05-04-2026,149,Monthly,Expired
4701,3157,Zee5,17-08-2025,03-12-2025,149,Quarterly,Active
4702,508,Netflix,04-12-2024,07-02-2026,99,Monthly,Expired
4703,3536,Disney+ Hotstar,06-07-2024,22-05-2026,99,Yearly,Active
4704,3031,Zee5,15-10-2024,22-05-2026,499,Yearly,Expired
4705,4970,Zee5,23-09-2025,11-05-2026,199,Monthly,Active
4706,2943,Disney+ Hotstar,04-11-2024,10-05-2026,99,Yearly,Active
4707,2245,Zee5,17-08-2024,14-04-2026,99,Monthly,Expired
4708,853,SonyLIV,18-05-2024,07-05-2026,499,Monthly,Expired
4709,684,SonyLIV,03-10-2025,28-02-2026,199,Yearly,Expired
4710,2041,Zee5,14-05-2025,21-03-2026,199,Yearly,Active
4711,2198,Disney+ Hotstar,15-07-2025,21-02-2026,199,Yearly,Active
4712,3926,Disney+ Hotstar,08-12-2023,04-02-2026,149,Monthly,Active
4713,3880,Amazon Prime,26-02-2024,08-12-2025,149,Quarterly,Active
4714,1992,SonyLIV,30-12-2023,10-12-2025,99,Quarterly,Expired
4715,4130,Disney+ Hotstar,23-07-2024,01-01-2026,149,Quarterly,Expired
4716,5044,Amazon Prime,20-11-2025,19-01-2026,149,Monthly,Active
4717,3380,Amazon Prime,23-06-2025,04-04-2026,99,Monthly,Expired
4718,1499,Zee5,15-10-2024,03-12-2025,299,Yearly,Expired
4719,5145,Netflix,01-04-2025,07-12-2025,99,Yearly,Expired
4720,2960,SonyLIV,24-05-2025,16-02-2026,499,Quarterly,Active
4721,459,Netflix,04-11-2024,24-03-2026,149,Yearly,Expired
4722,1225,Amazon Prime,19-05-2025,15-03-2026,199,Quarterly,Active
4723,1731,Netflix,03-01-2025,24-05-2026,499,Quarterly,Active
4724,459,Disney+ Hotstar,07-09-2024,15-02-2026,499,Monthly,Expired
4725,3663,Disney+ Hotstar,29-03-2025,30-11-2025,499,Quarterly,Expired
4726,5784,Disney+ Hotstar,20-02-2025,08-04-2026,199,Quarterly,Expired
4727,750,Netflix,19-02-2024,05-01-2026,499,Monthly,Active
4728,3767,Amazon Prime,09-11-2025,21-02-2026,149,Monthly,Expired
4729,735,Zee5,22-11-2025,03-03-2026,199,Yearly,Expired
4730,4249,Amazon Prime,29-05-2024,19-04-2026,99,Yearly,Expired
4731,2491,Amazon Prime,07-03-2025,13-04-2026,199,Monthly,Active
4732,4132,Netflix,10-04-2024,06-04-2026,499,Quarterly,Active
4733,5988,Amazon Prime,27-08-2024,04-03-2026,149,Yearly,Active
4734,3439,Netflix,24-07-2025,21-02-2026,149,Quarterly,Expired
4735,2448,Zee5,27-10-2024,05-04-2026,149,Quarterly,Expired
4736,5821,Disney+ Hotstar,25-12-2023,10-01-2026,199,Monthly,Expired
4737,1200,Disney+ Hotstar,28-10-2024,22-03-2026,299,Monthly,Active
4738,3392,Zee5,28-07-2024,29-03-2026,499,Yearly,Active
4739,634,Disney+ Hotstar,18-10-2025,19-05-2026,499,Monthly,Expired
4740,2691,Amazon Prime,06-05-2025,07-04-2026,149,Quarterly,Active
4741,3391,Disney+ Hotstar,31-12-2023,17-05-2026,299,Quarterly,Expired
4742,2988,Zee5,04-07-2025,01-02-2026,149,Monthly,Expired
4743,3924,Netflix,17-05-2024,18-01-2026,149,Monthly,Expired
4744,2740,Zee5,30-09-2025,18-12-2025,299,Monthly,Active
4745,4346,Amazon Prime,25-09-2024,16-04-2026,299,Quarterly,Active
4746,5795,Zee5,22-02-2024,10-04-2026,299,Yearly,Expired
4747,4154,SonyLIV,24-12-2023,25-02-2026,149,Quarterly,Active
4748,2322,Netflix,14-03-2025,10-01-2026,149,Yearly,Expired
4749,3983,SonyLIV,07-09-2025,16-04-2026,149,Quarterly,Expired
4750,671,Netflix,21-07-2025,17-02-2026,199,Yearly,Active
4751,3107,Zee5,28-08-2024,07-01-2026,199,Monthly,Active
4752,777,Zee5,21-07-2024,09-03-2026,149,Yearly,Active
4753,2811,Netflix,15-06-2024,10-03-2026,499,Quarterly,Active
4754,820,Amazon Prime,31-05-2025,25-04-2026,499,Yearly,Expired
4755,3534,Disney+ Hotstar,23-08-2024,17-02-2026,149,Yearly,Expired
4756,2583,Zee5,08-01-2024,20-03-2026,299,Quarterly,Active
4757,4581,Disney+ Hotstar,20-04-2025,20-02-2026,299,Quarterly,Active
4758,1078,SonyLIV,26-04-2025,06-04-2026,299,Monthly,Expired
4759,1271,SonyLIV,30-11-2023,30-11-2025,299,Quarterly,Expired
4760,3478,Amazon Prime,01-01-2025,23-05-2026,99,Quarterly,Expired
4761,3178,Zee5,17-02-2025,10-02-2026,149,Monthly,Expired
4762,5215,Zee5,14-06-2024,18-05-2026,149,Quarterly,Expired
4763,933,Disney+ Hotstar,31-05-2024,24-04-2026,99,Monthly,Expired
4764,1747,Netflix,01-06-2025,12-03-2026,99,Yearly,Active
4765,370,Disney+ Hotstar,10-03-2025,07-02-2026,299,Quarterly,Expired
4766,2522,Netflix,30-04-2024,01-01-2026,99,Monthly,Expired
4767,1574,Disney+ Hotstar,07-11-2025,13-02-2026,299,Monthly,Expired
4768,2457,Amazon Prime,10-11-2024,08-12-2025,99,Monthly,Expired
4769,2759,Zee5,14-07-2024,04-12-2025,149,Monthly,Active
4770,5767,Disney+ Hotstar,19-09-2024,06-03-2026,149,Yearly,Expired
4771,2692,Disney+ Hotstar,24-01-2025,10-04-2026,149,Monthly,Expired
4772,589,Disney+ Hotstar,13-11-2024,04-01-2026,199,Quarterly,Active
4773,4585,Amazon Prime,03-01-2025,25-05-2026,149,Yearly,Expired
4774,5694,SonyLIV,10-08-2025,07-01-2026,99,Quarterly,Expired
4775,3366,Zee5,18-08-2025,17-12-2025,499,Yearly,Expired
4776,1516,Disney+ Hotstar,04-04-2024,07-12-2025,149,Monthly,Active
4777,973,SonyLIV,24-11-2024,20-02-2026,149,Monthly,Active
4778,2139,Disney+ Hotstar,07-08-2024,28-03-2026,99,Monthly,Expired
4779,353,Disney+ Hotstar,17-10-2025,08-02-2026,149,Yearly,Expired
4780,860,SonyLIV,23-04-2025,05-12-2025,99,Monthly,Expired
4781,2423,SonyLIV,16-09-2024,23-01-2026,149,Quarterly,Expired
4782,4185,Disney+ Hotstar,05-07-2024,08-12-2025,199,Yearly,Active
4783,1372,Disney+ Hotstar,17-04-2025,19-12-2025,99,Quarterly,Expired
4784,1251,Amazon Prime,25-07-2025,30-04-2026,149,Quarterly,Active
4785,1100,SonyLIV,22-11-2025,22-12-2025,149,Quarterly,Expired
4786,3045,SonyLIV,25-12-2023,27-01-2026,299,Monthly,Active
4787,1734,SonyLIV,14-11-2024,11-05-2026,499,Quarterly,Active
4788,4233,Amazon Prime,26-10-2025,14-12-2025,199,Quarterly,Active
4789,549,Disney+ Hotstar,19-12-2023,31-12-2025,299,Yearly,Active
4790,3504,Zee5,14-07-2024,02-05-2026,99,Quarterly,Active
4791,1204,Netflix,13-12-2024,13-02-2026,149,Quarterly,Expired
4792,5291,Zee5,25-04-2024,28-02-2026,499,Quarterly,Expired
4793,1953,Netflix,12-04-2024,11-05-2026,149,Quarterly,Expired
4794,155,Amazon Prime,27-09-2025,12-01-2026,199,Monthly,Active
4795,4874,Amazon Prime,25-01-2024,08-05-2026,499,Quarterly,Expired
4796,3596,SonyLIV,10-06-2024,24-12-2025,299,Yearly,Active
4797,1883,Netflix,27-08-2025,16-03-2026,299,Monthly,Expired
4798,5286,SonyLIV,28-05-2024,26-05-2026,299,Yearly,Active
4799,441,Netflix,04-06-2025,20-12-2025,149,Quarterly,Active
4800,2690,Zee5,28-10-2025,28-02-2026,499,Monthly,Expired
4801,25,SonyLIV,13-12-2023,16-03-2026,499,Yearly,Active
4802,1858,Zee5,14-06-2024,08-04-2026,199,Quarterly,Expired
4803,1925,SonyLIV,04-08-2025,20-01-2026,149,Monthly,Active
4804,4365,Disney+ Hotstar,14-06-2025,26-12-2025,199,Quarterly,Expired
4805,3130,Zee5,03-04-2025,30-11-2025,199,Yearly,Active
4806,5698,Amazon Prime,21-02-2025,06-12-2025,149,Monthly,Expired
4807,5528,Disney+ Hotstar,31-10-2024,02-05-2026,99,Monthly,Active
4808,1738,Zee5,19-11-2024,29-04-2026,149,Monthly,Expired
4809,4464,Disney+ Hotstar,07-02-2024,29-04-2026,149,Yearly,Active
4810,2077,Netflix,03-04-2025,26-12-2025,299,Monthly,Expired
4811,2652,SonyLIV,22-04-2025,05-04-2026,149,Monthly,Active
4812,2939,Zee5,24-06-2025,23-02-2026,149,Yearly,Expired
4813,961,Netflix,18-11-2025,08-03-2026,299,Monthly,Active
4814,2394,Zee5,16-02-2024,17-04-2026,99,Yearly,Active
4815,1960,Amazon Prime,26-08-2025,13-12-2025,149,Monthly,Expired
4816,3282,Netflix,26-12-2023,17-05-2026,299,Yearly,Active
4817,5193,Zee5,27-12-2024,07-12-2025,499,Monthly,Active
4818,4336,Netflix,27-07-2024,15-02-2026,199,Monthly,Active
4819,3573,Netflix,07-10-2024,12-01-2026,299,Yearly,Expired
4820,968,Zee5,20-03-2024,15-03-2026,99,Quarterly,Active
4821,5301,SonyLIV,17-10-2025,10-12-2025,99,Quarterly,Active
4822,4064,Amazon Prime,05-08-2024,31-12-2025,199,Yearly,Expired
4823,3987,Disney+ Hotstar,14-07-2024,28-04-2026,199,Quarterly,Expired
4824,249,SonyLIV,08-05-2024,05-02-2026,199,Monthly,Active
4825,2813,Netflix,16-07-2025,08-01-2026,199,Yearly,Active
4826,1178,SonyLIV,22-06-2024,22-02-2026,149,Yearly,Expired
4827,3407,Disney+ Hotstar,22-12-2023,28-04-2026,99,Monthly,Active
4828,3239,Disney+ Hotstar,19-04-2024,12-12-2025,299,Monthly,Expired
4829,4777,Netflix,28-12-2023,12-03-2026,499,Yearly,Active
4830,1448,Zee5,08-06-2024,30-04-2026,99,Monthly,Active
4831,3023,Zee5,24-03-2024,18-05-2026,499,Monthly,Expired
4832,4746,Netflix,21-07-2024,02-05-2026,299,Yearly,Expired
4833,554,Amazon Prime,16-09-2025,05-01-2026,299,Monthly,Expired
4834,5747,Netflix,13-04-2025,15-02-2026,499,Monthly,Expired
4835,5280,Disney+ Hotstar,25-02-2025,28-11-2025,299,Quarterly,Active
4836,3686,Disney+ Hotstar,04-12-2024,07-02-2026,199,Yearly,Active
4837,4011,Zee5,14-03-2024,08-04-2026,499,Monthly,Active
4838,660,Disney+ Hotstar,13-10-2025,24-02-2026,299,Monthly,Expired
4839,2733,Amazon Prime,12-11-2024,04-04-2026,99,Yearly,Active
4840,220,SonyLIV,31-12-2024,12-03-2026,499,Monthly,Active
4841,1034,Netflix,08-07-2024,04-03-2026,149,Yearly,Active
4842,4515,Netflix,30-09-2025,14-05-2026,499,Quarterly,Expired
4843,4780,Amazon Prime,27-12-2023,28-02-2026,499,Monthly,Expired
4844,2245,Netflix,08-10-2024,27-02-2026,149,Yearly,Expired
4845,966,Zee5,18-09-2024,17-04-2026,199,Quarterly,Active
4846,3191,Netflix,17-03-2025,01-02-2026,149,Monthly,Active
4847,3374,Zee5,10-03-2024,16-01-2026,299,Monthly,Active
4848,5328,Disney+ Hotstar,20-03-2025,29-11-2025,199,Quarterly,Expired
4849,3145,Disney+ Hotstar,27-08-2025,15-12-2025,299,Quarterly,Expired
4850,3106,Zee5,23-03-2024,29-12-2025,199,Quarterly,Expired
4851,392,Amazon Prime,12-05-2024,29-12-2025,199,Monthly,Active
4852,5467,Disney+ Hotstar,19-06-2025,20-01-2026,149,Monthly,Active
4853,4218,Netflix,26-08-2025,15-02-2026,99,Quarterly,Active
4854,3674,Disney+ Hotstar,16-03-2025,10-04-2026,149,Yearly,Active
4855,232,Disney+ Hotstar,16-03-2024,26-05-2026,99,Yearly,Expired
4856,3375,Zee5,14-07-2025,29-11-2025,199,Yearly,Expired
4857,3320,Amazon Prime,18-03-2025,25-02-2026,299,Yearly,Active
4858,5361,Netflix,28-09-2025,21-01-2026,499,Monthly,Active
4859,5990,Amazon Prime,27-03-2024,07-01-2026,499,Yearly,Active
4860,3512,Netflix,23-01-2025,14-12-2025,149,Monthly,Expired
4861,2662,SonyLIV,25-06-2024,20-12-2025,199,Quarterly,Active
4862,950,Amazon Prime,13-10-2025,01-01-2026,99,Yearly,Expired
4863,2161,Netflix,05-02-2024,03-04-2026,199,Quarterly,Active
4864,1778,Disney+ Hotstar,24-06-2025,21-05-2026,99,Yearly,Expired
4865,3714,Amazon Prime,07-07-2025,13-02-2026,99,Quarterly,Expired
4866,2411,Amazon Prime,08-08-2024,09-12-2025,299,Quarterly,Expired
4867,3214,Netflix,31-05-2025,03-12-2025,149,Quarterly,Expired
4868,156,Disney+ Hotstar,06-09-2025,04-05-2026,499,Monthly,Expired
4869,1100,Zee5,04-05-2024,12-01-2026,199,Yearly,Active
4870,1076,Disney+ Hotstar,15-11-2024,03-04-2026,299,Monthly,Active
4871,4595,Netflix,16-02-2025,21-04-2026,149,Yearly,Active
4872,4065,Amazon Prime,14-02-2024,12-03-2026,299,Monthly,Active
4873,4317,SonyLIV,08-02-2024,06-12-2025,499,Yearly,Active
4874,4189,Netflix,20-09-2025,16-03-2026,99,Yearly,Active
4875,5865,Zee5,28-02-2024,09-03-2026,299,Quarterly,Expired
4876,630,Zee5,04-11-2025,14-03-2026,99,Monthly,Expired
4877,1488,Netflix,25-04-2024,10-03-2026,149,Quarterly,Expired
4878,2840,Zee5,01-07-2024,21-04-2026,149,Quarterly,Expired
4879,4933,SonyLIV,26-01-2024,17-03-2026,99,Monthly,Expired
4880,4143,Amazon Prime,01-09-2024,09-01-2026,149,Yearly,Expired
4881,3549,Amazon Prime,06-06-2025,02-04-2026,299,Monthly,Expired
4882,4178,Disney+ Hotstar,14-08-2025,06-12-2025,199,Monthly,Expired
4883,4381,Netflix,21-04-2025,06-12-2025,199,Quarterly,Active
4884,4894,Netflix,20-12-2023,25-02-2026,499,Yearly,Active
4885,4532,Netflix,19-06-2025,01-04-2026,499,Monthly,Active
4886,4338,Amazon Prime,13-05-2025,24-04-2026,299,Yearly,Active
4887,3116,SonyLIV,05-10-2024,19-01-2026,99,Quarterly,Active
4888,1402,Amazon Prime,07-12-2024,24-04-2026,499,Monthly,Active
4889,2070,Netflix,08-10-2024,12-02-2026,499,Monthly,Active
4890,3209,Disney+ Hotstar,27-05-2025,10-12-2025,499,Yearly,Active
4891,3998,Disney+ Hotstar,03-10-2024,12-01-2026,199,Monthly,Expired
4892,1303,Netflix,11-05-2025,06-12-2025,299,Yearly,Expired
4893,3816,Amazon Prime,21-05-2024,09-05-2026,299,Yearly,Active
4894,3566,Disney+ Hotstar,25-04-2025,10-04-2026,299,Yearly,Active
4895,942,SonyLIV,16-09-2025,31-03-2026,499,Quarterly,Active
4896,1626,SonyLIV,08-10-2025,23-01-2026,99,Quarterly,Expired
4897,594,Amazon Prime,15-11-2024,10-12-2025,149,Yearly,Active
4898,5515,Zee5,01-12-2024,07-03-2026,199,Monthly,Expired
4899,2363,Netflix,21-12-2024,15-01-2026,199,Monthly,Expired
4900,1596,Zee5,08-07-2025,24-02-2026,149,Yearly,Expired
4901,392,SonyLIV,01-08-2025,28-02-2026,149,Quarterly,Expired
4902,4467,Amazon Prime,07-10-2025,02-01-2026,99,Monthly,Active
4903,5426,Zee5,10-05-2024,27-02-2026,99,Monthly,Active
4904,2410,Zee5,06-09-2025,29-11-2025,299,Yearly,Expired
4905,613,Amazon Prime,01-09-2024,07-05-2026,199,Yearly,Expired
4906,3033,SonyLIV,26-05-2024,20-02-2026,149,Quarterly,Active
4907,5000,Amazon Prime,06-03-2025,21-03-2026,199,Monthly,Expired
4908,3939,Zee5,02-01-2025,12-04-2026,149,Quarterly,Expired
4909,1134,Netflix,21-01-2025,10-12-2025,499,Quarterly,Expired
4910,2499,Zee5,19-08-2024,02-05-2026,499,Monthly,Expired
4911,5691,Disney+ Hotstar,18-03-2024,19-01-2026,199,Quarterly,Expired
4912,5458,Netflix,04-04-2024,25-04-2026,199,Yearly,Expired
4913,4653,Zee5,25-03-2025,17-12-2025,99,Yearly,Active
4914,3607,Disney+ Hotstar,17-04-2024,20-12-2025,199,Monthly,Active
4915,1651,Netflix,16-04-2024,14-02-2026,499,Quarterly,Active
4916,2661,Amazon Prime,04-03-2025,08-01-2026,149,Monthly,Expired
4917,4482,Zee5,09-12-2023,16-05-2026,499,Quarterly,Active
4918,2282,Amazon Prime,27-06-2024,09-05-2026,149,Yearly,Expired
4919,3192,SonyLIV,20-09-2024,08-03-2026,199,Quarterly,Active
4920,5268,Netflix,25-05-2025,04-02-2026,99,Yearly,Expired
4921,4091,Zee5,12-07-2025,11-01-2026,149,Monthly,Expired
4922,176,Zee5,09-08-2024,26-03-2026,499,Yearly,Expired
4923,4101,Zee5,15-10-2025,28-02-2026,299,Monthly,Expired
4924,803,Disney+ Hotstar,06-03-2025,14-02-2026,99,Monthly,Expired
4925,3956,Amazon Prime,25-05-2025,05-01-2026,299,Yearly,Expired
4926,4378,Disney+ Hotstar,21-01-2024,31-12-2025,149,Quarterly,Active
4927,3422,Zee5,07-08-2024,20-04-2026,499,Monthly,Active
4928,2785,Netflix,30-11-2024,08-04-2026,149,Quarterly,Active
4929,2858,Netflix,18-05-2024,31-03-2026,199,Yearly,Active
4930,3692,Disney+ Hotstar,28-02-2025,21-05-2026,149,Quarterly,Expired
4931,984,Disney+ Hotstar,30-09-2024,09-02-2026,299,Quarterly,Active
4932,4449,Zee5,19-04-2025,14-02-2026,99,Monthly,Active
4933,1743,Disney+ Hotstar,10-03-2024,25-01-2026,149,Quarterly,Expired
4934,4257,Amazon Prime,16-03-2025,06-04-2026,99,Quarterly,Active
4935,4713,Amazon Prime,29-02-2024,04-02-2026,199,Quarterly,Active
4936,5158,Zee5,03-05-2025,12-12-2025,149,Monthly,Active
4937,3914,Amazon Prime,15-04-2025,11-04-2026,149,Monthly,Active
4938,587,Zee5,14-03-2024,14-02-2026,299,Monthly,Expired
4939,2772,Zee5,01-03-2025,02-03-2026,199,Monthly,Expired
4940,4855,Amazon Prime,25-11-2025,23-12-2025,149,Monthly,Expired
4941,4504,Netflix,01-05-2025,27-01-2026,299,Yearly,Active
4942,5685,Amazon Prime,11-04-2025,06-05-2026,199,Monthly,Active
4943,2609,SonyLIV,27-08-2024,29-11-2025,199,Quarterly,Active
4944,560,SonyLIV,10-02-2024,05-02-2026,199,Quarterly,Active
4945,2020,Zee5,17-12-2024,22-03-2026,149,Quarterly,Expired
4946,5667,Zee5,14-04-2025,11-05-2026,299,Monthly,Expired
4947,4524,Zee5,05-10-2025,13-02-2026,499,Yearly,Expired
4948,3038,SonyLIV,21-04-2024,26-04-2026,149,Monthly,Expired
4949,4666,Amazon Prime,09-03-2025,03-02-2026,199,Quarterly,Expired
4950,3956,Disney+ Hotstar,15-08-2024,13-02-2026,499,Yearly,Active
4951,1642,SonyLIV,30-05-2024,03-12-2025,499,Yearly,Active
4952,3757,Disney+ Hotstar,04-09-2024,28-04-2026,199,Monthly,Expired
4953,294,Netflix,06-11-2025,18-03-2026,199,Yearly,Active
4954,5175,Netflix,09-11-2024,22-12-2025,149,Yearly,Active
4955,5179,Zee5,01-12-2024,19-01-2026,299,Yearly,Active
4956,2264,Disney+ Hotstar,19-01-2025,11-03-2026,149,Monthly,Expired
4957,158,Zee5,16-08-2025,18-02-2026,99,Quarterly,Expired
4958,2301,Disney+ Hotstar,28-10-2025,19-12-2025,299,Monthly,Active
4959,2449,Amazon Prime,27-03-2025,08-01-2026,99,Yearly,Active
4960,1484,Disney+ Hotstar,24-11-2025,20-03-2026,299,Monthly,Active
4961,55,Amazon Prime,05-05-2024,18-04-2026,199,Yearly,Active
4962,4596,Zee5,11-07-2024,17-01-2026,299,Yearly,Active
4963,2640,SonyLIV,22-01-2024,22-12-2025,499,Monthly,Active
4964,5899,SonyLIV,27-06-2025,02-12-2025,199,Yearly,Expired
4965,528,Netflix,02-10-2024,02-03-2026,199,Yearly,Active
4966,5739,Netflix,05-12-2023,23-05-2026,149,Quarterly,Expired
4967,4224,Netflix,05-05-2024,19-02-2026,149,Yearly,Active
4968,3655,Amazon Prime,28-01-2025,17-01-2026,199,Yearly,Expired
4969,4270,Disney+ Hotstar,01-03-2024,08-05-2026,99,Yearly,Expired
4970,2971,Zee5,29-06-2024,24-01-2026,299,Yearly,Expired
4971,369,Amazon Prime,02-08-2024,18-02-2026,99,Monthly,Active
4972,1558,Zee5,21-07-2024,16-04-2026,149,Quarterly,Active
4973,4848,Amazon Prime,15-06-2024,21-02-2026,149,Yearly,Active
4974,5650,SonyLIV,18-05-2025,23-03-2026,199,Monthly,Expired
4975,2556,Netflix,14-08-2024,31-03-2026,99,Yearly,Expired
4976,5725,Disney+ Hotstar,22-06-2024,23-01-2026,99,Yearly,Active
4977,4703,Amazon Prime,26-10-2025,10-04-2026,149,Yearly,Expired
4978,827,SonyLIV,14-04-2024,30-04-2026,99,Monthly,Active
4979,4881,SonyLIV,14-05-2024,12-05-2026,499,Quarterly,Active
4980,5283,Disney+ Hotstar,19-11-2025,21-04-2026,99,Quarterly,Expired
4981,2470,Zee5,16-05-2025,02-03-2026,299,Yearly,Active
4982,3933,SonyLIV,26-01-2025,20-05-2026,149,Monthly,Expired
4983,2680,Netflix,10-02-2024,20-04-2026,199,Monthly,Active
4984,3315,SonyLIV,12-05-2025,11-03-2026,149,Monthly,Expired
4985,4790,Zee5,28-04-2024,23-03-2026,499,Yearly,Expired
4986,5833,SonyLIV,23-09-2024,12-12-2025,149,Yearly,Active
4987,3127,SonyLIV,28-01-2024,18-02-2026,99,Quarterly,Active
4988,5842,SonyLIV,15-01-2024,21-05-2026,499,Monthly,Expired
4989,1601,Zee5,22-04-2024,19-05-2026,99,Monthly,Active
4990,3845,Disney+ Hotstar,06-01-2025,02-01-2026,149,Monthly,Expired
4991,2638,Disney+ Hotstar,24-03-2025,08-02-2026,99,Yearly,Active
4992,4350,SonyLIV,24-08-2024,15-04-2026,99,Yearly,Active
4993,1673,SonyLIV,17-10-2024,09-01-2026,199,Monthly,Expired
4994,119,Disney+ Hotstar,06-08-2024,27-02-2026,99,Yearly,Active
4995,1649,Zee5,27-03-2024,04-01-2026,199,Quarterly,Expired
4996,1035,Disney+ Hotstar,11-10-2025,25-01-2026,499,Quarterly,Expired
4997,66,SonyLIV,07-01-2025,30-03-2026,149,Quarterly,Expired
4998,4263,Zee5,13-06-2024,17-01-2026,299,Monthly,Active
4999,3306,Zee5,12-11-2025,30-04-2026,149,Yearly,Active
5000,5073,Disney+ Hotstar,11-04-2024,12-01-2026,499,Monthly,Expired
5001,3471,Disney+ Hotstar,05-04-2025,23-03-2026,199,Quarterly,Expired
5002,5378,Netflix,12-01-2024,25-05-2026,499,Yearly,Expired
5003,5073,Amazon Prime,20-10-2024,12-02-2026,199,Quarterly,Active
5004,3185,Disney+ Hotstar,11-02-2025,31-03-2026,199,Yearly,Active
5005,3753,Amazon Prime,24-05-2024,02-03-2026,499,Quarterly,Active
5006,4220,Netflix,24-10-2024,18-04-2026,149,Monthly,Active
5007,6,Zee5,26-03-2025,21-05-2026,149,Monthly,Expired
5008,4261,SonyLIV,22-04-2025,07-12-2025,149,Yearly,Active
5009,1915,SonyLIV,03-12-2023,20-01-2026,149,Monthly,Expired
5010,4731,Netflix,11-06-2025,06-02-2026,299,Monthly,Active
5011,3519,Netflix,31-10-2024,15-03-2026,99,Monthly,Expired
5012,203,Disney+ Hotstar,19-07-2024,24-12-2025,299,Quarterly,Active
5013,3278,Amazon Prime,18-11-2024,28-01-2026,299,Monthly,Active
5014,2905,Amazon Prime,24-12-2023,01-03-2026,99,Quarterly,Active
5015,3688,Amazon Prime,25-11-2024,22-04-2026,99,Yearly,Active
5016,4623,Netflix,29-10-2024,23-04-2026,299,Monthly,Expired
5017,2853,Amazon Prime,05-10-2025,24-12-2025,199,Quarterly,Active
5018,2269,Zee5,25-08-2025,27-02-2026,99,Monthly,Active
5019,4391,Amazon Prime,09-08-2024,28-01-2026,199,Monthly,Expired
5020,5428,SonyLIV,12-12-2024,29-12-2025,199,Quarterly,Active
5021,5937,Amazon Prime,29-09-2025,01-05-2026,199,Quarterly,Active
5022,1075,Amazon Prime,30-05-2024,17-04-2026,199,Quarterly,Active
5023,5530,Disney+ Hotstar,23-03-2024,17-01-2026,199,Yearly,Active
5024,3282,Netflix,14-02-2024,11-02-2026,149,Monthly,Expired
5025,2718,Netflix,27-07-2025,04-05-2026,149,Monthly,Active
5026,3216,Amazon Prime,24-02-2025,28-12-2025,149,Monthly,Expired
5027,1943,Amazon Prime,06-12-2024,08-05-2026,99,Quarterly,Expired
5028,3359,SonyLIV,05-11-2024,06-12-2025,299,Yearly,Expired
5029,4468,SonyLIV,05-12-2024,31-12-2025,99,Yearly,Active
5030,3428,Disney+ Hotstar,05-04-2024,10-12-2025,499,Yearly,Active
5031,5913,Disney+ Hotstar,14-11-2025,17-02-2026,149,Monthly,Expired
5032,2364,Netflix,12-09-2025,18-12-2025,149,Quarterly,Expired
5033,1464,SonyLIV,21-09-2025,07-01-2026,499,Monthly,Active
5034,4227,Zee5,08-09-2024,05-04-2026,199,Yearly,Expired
5035,3777,Zee5,08-11-2025,16-02-2026,149,Monthly,Expired
5036,820,SonyLIV,29-08-2024,30-03-2026,149,Yearly,Expired
5037,369,Netflix,30-09-2024,09-02-2026,499,Yearly,Active
5038,3419,Zee5,29-08-2024,19-01-2026,199,Yearly,Expired
5039,3155,Disney+ Hotstar,06-12-2023,31-12-2025,149,Quarterly,Expired
5040,3905,SonyLIV,07-10-2025,28-04-2026,149,Yearly,Expired
5041,3125,Zee5,08-06-2024,23-05-2026,199,Monthly,Active
5042,1812,Zee5,15-08-2025,28-04-2026,499,Yearly,Expired
5043,923,SonyLIV,15-05-2024,12-03-2026,99,Quarterly,Expired
5044,1320,Netflix,26-08-2025,06-05-2026,199,Monthly,Expired
5045,2065,Netflix,07-12-2024,21-02-2026,299,Quarterly,Active
5046,305,Disney+ Hotstar,21-02-2025,09-12-2025,99,Quarterly,Active
5047,5625,Zee5,05-10-2025,27-02-2026,149,Monthly,Active
5048,5363,SonyLIV,20-09-2025,02-12-2025,199,Quarterly,Expired
5049,5290,Disney+ Hotstar,19-10-2025,10-12-2025,199,Monthly,Active
5050,1684,SonyLIV,22-10-2024,23-05-2026,149,Monthly,Active
5051,2491,Zee5,18-08-2024,09-01-2026,199,Monthly,Active
5052,2235,Amazon Prime,16-04-2024,11-02-2026,149,Monthly,Expired
5053,5508,Netflix,18-12-2023,18-01-2026,499,Yearly,Expired
5054,658,Disney+ Hotstar,22-02-2025,04-01-2026,499,Monthly,Active
5055,227,Disney+ Hotstar,23-11-2025,18-01-2026,199,Monthly,Expired
5056,1204,SonyLIV,18-07-2024,11-01-2026,199,Yearly,Active
5057,2665,Netflix,11-02-2025,01-12-2025,99,Monthly,Expired
5058,3943,Zee5,24-05-2025,02-01-2026,199,Monthly,Active
5059,5666,Disney+ Hotstar,03-10-2024,10-02-2026,149,Quarterly,Active
5060,601,SonyLIV,09-09-2025,21-03-2026,499,Monthly,Active
5061,3842,Zee5,09-05-2025,01-03-2026,499,Monthly,Active
