complaint_id,customer_id,complaint_date,category,description,status,priority,agent
4251,2584,12-08-2024,Other,Sample complaint description,In Progress,High,Gary
4252,3785,30-03-2024,Other,Sample complaint description,Open,Medium,John
4253,1377,09-09-2024,SIM Issue,Sample complaint description,In Progress,High,Lauren
4254,947,08-10-2025,Billing Issue,Sample complaint description,In Progress,High,Timothy
4255,5494,16-01-2025,Other,Sample complaint description,Closed,Medium,Rachel
4256,830,07-07-2025,SIM Issue,Sample complaint description,Open,Medium,Allison
4257,1278,23-07-2024,Other,Sample complaint description,Closed,Medium,Daisy
4258,2895,23-12-2024,Billing Issue,Sample complaint description,In Progress,High,Courtney
4259,5169,31-01-2024,Billing Issue,Sample complaint description,In Progress,Low,Benjamin
4260,1333,29-08-2024,Billing Issue,Sample complaint description,In Progress,High,Dennis
4261,1244,03-10-2024,Network Issue,Sample complaint description,In Progress,Low,Daniel
4262,5054,28-07-2024,Billing Issue,Sample complaint description,Open,High,Tim
4263,4371,23-05-2025,SIM Issue,Sample complaint description,In Progress,Medium,Julie
4264,2170,01-05-2025,Billing Issue,Sample complaint description,In Progress,Low,James
4265,1813,21-08-2025,SIM Issue,Sample complaint description,In Progress,High,Emily
4266,5401,31-03-2025,Billing Issue,Sample complaint description,In Progress,Low,Theresa
4267,789,01-11-2024,Network Issue,Sample complaint description,In Progress,Low,Richard
4268,4565,22-06-2024,Billing Issue,Sample complaint description,In Progress,Low,Angela
4269,4778,04-10-2025,Other,Sample complaint description,Open,High,Mario
4270,2862,10-11-2024,Other,Sample complaint description,Closed,Low,Jenna
4271,1153,09-10-2025,Network Issue,Sample complaint description,In Progress,Medium,Erica
4272,5384,07-09-2025,Billing Issue,Sample complaint description,Closed,Low,Mason
4273,1070,05-03-2025,Network Issue,Sample complaint description,Closed,High,Eileen
4274,1071,13-03-2025,Other,Sample complaint description,Closed,High,Jessica
4275,1473,15-05-2025,Billing Issue,Sample complaint description,In Progress,Low,John
4276,3363,03-03-2024,Network Issue,Sample complaint description,Open,High,Amy
4277,2478,07-03-2024,SIM Issue,Sample complaint description,Open,Medium,Karen
4278,2875,12-05-2025,SIM Issue,Sample complaint description,Open,High,Jesse
4279,3671,25-05-2025,Other,Sample complaint description,In Progress,Low,Dana
4280,5753,21-07-2025,Network Issue,Sample complaint description,Open,Low,Morgan
4281,2361,21-10-2025,Other,Sample complaint description,Open,Low,Robert
4282,5916,06-09-2024,Other,Sample complaint description,Open,High,Elizabeth
4283,1186,10-05-2025,Other,Sample complaint description,Open,Medium,Kristi
4284,541,17-03-2025,Network Issue,Sample complaint description,In Progress,Medium,Karla
4285,4218,09-08-2024,SIM Issue,Sample complaint description,Closed,Medium,James
4286,1154,02-01-2025,Network Issue,Sample complaint description,Open,Low,Shannon
4287,2207,12-06-2024,Other,Sample complaint description,Closed,High,Sandra
4288,1537,13-04-2025,Billing Issue,Sample complaint description,Open,Medium,John
4289,315,07-11-2025,SIM Issue,Sample complaint description,Open,Medium,Kevin
4290,3997,24-03-2024,Billing Issue,Sample complaint description,In Progress,High,Michelle
4291,2031,06-10-2025,Network Issue,Sample complaint description,Closed,Low,Daniel
4292,1481,21-05-2024,SIM Issue,Sample complaint description,Open,High,Linda
4293,543,19-09-2024,Network Issue,Sample complaint description,Closed,High,Margaret
4294,2004,10-09-2024,Other,Sample complaint description,Open,High,Ruth
4295,186,16-06-2025,SIM Issue,Sample complaint description,In Progress,Low,Darlene
4296,5676,10-10-2025,Billing Issue,Sample complaint description,Closed,High,William
4297,2922,08-01-2025,Billing Issue,Sample complaint description,In Progress,High,Alexander
4298,4615,07-01-2024,Billing Issue,Sample complaint description,Closed,Low,Andrew
4299,2367,08-05-2025,SIM Issue,Sample complaint description,In Progress,High,Jerry
4300,2947,16-05-2024,Other,Sample complaint description,Closed,High,Matthew
4301,4799,29-12-2024,SIM Issue,Sample complaint description,In Progress,Medium,Debbie
4302,4176,29-09-2024,Network Issue,Sample complaint description,In Progress,Low,Larry
4303,668,05-04-2024,Other,Sample complaint description,Open,Medium,Rose
4304,4529,16-04-2024,Billing Issue,Sample complaint description,Open,High,Whitney
4305,302,16-12-2024,Network Issue,Sample complaint description,Open,Low,Samuel
4306,1580,05-08-2024,Network Issue,Sample complaint description,Closed,Low,Sarah
4307,727,12-10-2024,Network Issue,Sample complaint description,Open,Low,Eric
4308,2042,23-06-2025,Billing Issue,Sample complaint description,Open,Medium,Nicole
4309,4818,15-03-2024,Other,Sample complaint description,In Progress,Medium,James
4310,3617,23-08-2024,Other,Sample complaint description,In Progress,Low,Stacey
4311,5969,26-07-2025,Billing Issue,Sample complaint description,Closed,Medium,Donald
4312,1178,08-12-2023,Network Issue,Sample complaint description,Closed,Medium,Michael
4313,397,10-10-2024,SIM Issue,Sample complaint description,Open,Low,Tanya
4314,3177,08-05-2024,Network Issue,Sample complaint description,In Progress,High,Amy
4315,2027,20-07-2024,Billing Issue,Sample complaint description,Open,Low,Kristine
4316,3992,11-07-2024,Network Issue,Sample complaint description,In Progress,Medium,Debra
4317,5613,03-08-2025,Network Issue,Sample complaint description,Open,High,Timothy
4318,2586,26-07-2025,Billing Issue,Sample complaint description,In Progress,Medium,Emily
4319,4287,07-01-2024,SIM Issue,Sample complaint description,Closed,Medium,Christina
4320,5465,15-06-2025,Billing Issue,Sample complaint description,In Progress,Low,Angela
4321,3985,08-05-2024,SIM Issue,Sample complaint description,In Progress,Low,Christopher
4322,1391,08-11-2025,Network Issue,Sample complaint description,Open,Low,Jenna
4323,1966,04-10-2024,SIM Issue,Sample complaint description,In Progress,Medium,Anthony
4324,3595,20-06-2025,SIM Issue,Sample complaint description,In Progress,Medium,Laura
4325,4771,17-09-2025,Other,Sample complaint description,In Progress,Low,Colleen
4326,4124,06-05-2024,Billing Issue,Sample complaint description,In Progress,High,Dennis
4327,5198,26-12-2023,Network Issue,Sample complaint description,Closed,Low,Morgan
4328,5888,22-08-2024,Network Issue,Sample complaint description,In Progress,High,Kristin
4329,213,28-02-2025,Network Issue,Sample complaint description,Closed,High,Francisco
4330,2405,27-06-2025,SIM Issue,Sample complaint description,Open,Low,Kimberly
4331,1330,10-02-2024,SIM Issue,Sample complaint description,Open,High,Lee
4332,2843,07-11-2025,SIM Issue,Sample complaint description,Open,High,Adam
4333,3266,06-02-2025,SIM Issue,Sample complaint description,Open,Medium,Austin
4334,1898,30-08-2024,SIM Issue,Sample complaint description,Open,Low,Tanya
4335,3554,01-04-2025,Network Issue,Sample complaint description,Closed,Medium,Anna
4336,2002,08-11-2025,Other,Sample complaint description,In Progress,Low,Samuel
4337,2803,07-12-2023,Billing Issue,Sample complaint description,Closed,Low,Christopher
4338,3029,20-11-2025,Other,Sample complaint description,In Progress,Low,Andrea
4339,249,16-03-2025,SIM Issue,Sample complaint description,In Progress,Medium,Adam
4340,314,12-09-2025,SIM Issue,Sample complaint description,Closed,Medium,Kristine
4341,5237,02-12-2023,Billing Issue,Sample complaint description,In Progress,Medium,Sandy
4342,2395,07-03-2025,Billing Issue,Sample complaint description,Closed,High,Derek
4343,685,18-07-2025,SIM Issue,Sample complaint description,Closed,High,Katherine
4344,3949,24-07-2025,Other,Sample complaint description,Open,Medium,Steven
4345,2545,15-05-2025,Network Issue,Sample complaint description,Closed,High,Jeffrey
4346,1181,01-06-2025,Other,Sample complaint description,Open,Low,Donna
4347,5124,23-12-2024,Other,Sample complaint description,In Progress,High,Mary
4348,5674,29-05-2024,SIM Issue,Sample complaint description,In Progress,High,Carol
4349,5268,06-06-2025,Other,Sample complaint description,Open,Low,Kelly
4350,234,04-03-2025,SIM Issue,Sample complaint description,Closed,High,William
4351,4166,06-11-2024,Network Issue,Sample complaint description,Closed,High,Renee
4352,4141,25-07-2024,Other,Sample complaint description,Closed,Medium,April
4353,4426,09-08-2024,Other,Sample complaint description,Open,Medium,Erica
4354,3691,18-02-2024,Other,Sample complaint description,Open,Low,Dana
4355,5798,14-07-2024,SIM Issue,Sample complaint description,In Progress,Low,Connor
4356,2019,11-07-2024,Other,Sample complaint description,In Progress,Low,Kayla
4357,661,14-10-2024,Network Issue,Sample complaint description,Closed,High,Shawn
4358,5121,01-07-2024,SIM Issue,Sample complaint description,In Progress,High,Thomas
4359,557,31-03-2024,Other,Sample complaint description,Closed,Medium,Jason
4360,2978,11-09-2025,Other,Sample complaint description,Open,High,Kristin
4361,3955,08-09-2025,Billing Issue,Sample complaint description,In Progress,Medium,Madison
4362,4915,21-12-2024,Other,Sample complaint description,Open,Low,Shelley
4363,3996,14-07-2024,Billing Issue,Sample complaint description,In Progress,Medium,Kendra
4364,4434,15-10-2024,Other,Sample complaint description,Closed,High,Robert
4365,5672,23-09-2024,Network Issue,Sample complaint description,Closed,High,Melissa
4366,1530,09-06-2025,Other,Sample complaint description,Open,High,Debra
4367,1760,30-06-2024,Other,Sample complaint description,In Progress,Medium,Crystal
4368,4478,12-01-2025,Billing Issue,Sample complaint description,Open,High,Scott
4369,3604,19-02-2024,Billing Issue,Sample complaint description,Closed,Low,Tim
4370,4551,22-05-2025,Other,Sample complaint description,Closed,Low,Jonathan
4371,5024,26-03-2024,Billing Issue,Sample complaint description,Open,Medium,Barbara
4372,4232,09-08-2024,SIM Issue,Sample complaint description,Closed,Medium,Zachary
4373,2324,24-04-2025,Network Issue,Sample complaint description,Closed,Medium,Clayton
4374,1835,21-01-2024,Network Issue,Sample complaint description,Closed,High,Darryl
4375,1523,13-05-2025,SIM Issue,Sample complaint description,In Progress,High,Jeffrey
4376,440,24-02-2024,Other,Sample complaint description,Closed,High,James
4377,615,11-11-2025,Billing Issue,Sample complaint description,In Progress,Low,Charles
4378,1322,24-01-2024,Billing Issue,Sample complaint description,In Progress,Medium,Jennifer
4379,978,24-03-2025,Billing Issue,Sample complaint description,Open,Low,Jacob
4380,4539,30-01-2024,Other,Sample complaint description,In Progress,Medium,Christine
4381,5875,21-01-2024,Network Issue,Sample complaint description,In Progress,High,Kaitlin
4382,2410,18-09-2025,SIM Issue,Sample complaint description,Open,Medium,Paul
4383,228,28-02-2025,Billing Issue,Sample complaint description,Open,High,Tina
4384,772,07-04-2025,Network Issue,Sample complaint description,Open,Medium,Gregory
4385,989,09-08-2025,Other,Sample complaint description,Open,High,Kaitlin
4386,1304,30-08-2024,Network Issue,Sample complaint description,Open,Medium,Craig
4387,1557,16-07-2025,SIM Issue,Sample complaint description,Closed,Low,Pamela
4388,5968,21-06-2025,Billing Issue,Sample complaint description,In Progress,Low,Andre
4389,3235,27-03-2025,Other,Sample complaint description,In Progress,Low,Aaron
4390,1244,27-06-2025,SIM Issue,Sample complaint description,In Progress,High,Larry
4391,4930,13-11-2024,Network Issue,Sample complaint description,Closed,High,Zachary
4392,2037,30-07-2025,Billing Issue,Sample complaint description,Closed,Low,Patricia
4393,2117,17-07-2024,Billing Issue,Sample complaint description,In Progress,Low,Frederick
4394,5977,24-06-2024,Billing Issue,Sample complaint description,Closed,Medium,Kenneth
4395,2949,29-08-2025,Other,Sample complaint description,Open,Low,Francisco
4396,4646,26-08-2025,SIM Issue,Sample complaint description,Open,Low,Karen
4397,82,04-01-2024,Network Issue,Sample complaint description,In Progress,High,Emily
4398,5061,10-06-2025,Network Issue,Sample complaint description,Closed,Medium,Stephanie
4399,154,14-10-2025,Network Issue,Sample complaint description,In Progress,High,David
4400,4036,23-01-2024,SIM Issue,Sample complaint description,In Progress,Low,Kenneth
4401,1105,07-01-2025,Billing Issue,Sample complaint description,Closed,High,Justin
4402,3617,24-04-2025,Billing Issue,Sample complaint description,Closed,High,Gregory
4403,5306,22-04-2024,Network Issue,Sample complaint description,In Progress,Low,Cynthia
4404,1879,11-07-2024,Network Issue,Sample complaint description,In Progress,Medium,Michelle
4405,5304,15-06-2024,SIM Issue,Sample complaint description,In Progress,High,Joseph
4406,3169,10-06-2025,Network Issue,Sample complaint description,Closed,High,Courtney
4407,2275,18-09-2024,Network Issue,Sample complaint description,In Progress,High,Sherri
4408,4018,25-08-2024,Billing Issue,Sample complaint description,Closed,Low,Robert
4409,3049,24-09-2024,Billing Issue,Sample complaint description,Closed,Low,Kimberly
4410,3177,08-10-2024,SIM Issue,Sample complaint description,In Progress,Low,Joseph
4411,2060,29-04-2024,SIM Issue,Sample complaint description,Closed,Medium,Kathryn
4412,4772,29-05-2024,Network Issue,Sample complaint description,In Progress,High,Ashley
4413,2049,23-12-2023,SIM Issue,Sample complaint description,Closed,Low,David
4414,3058,09-10-2024,Billing Issue,Sample complaint description,Open,Medium,Brian
4415,3700,17-10-2024,Other,Sample complaint description,Open,High,Morgan
4416,2024,12-10-2024,Other,Sample complaint description,In Progress,High,Christy
4417,454,13-02-2025,Other,Sample complaint description,In Progress,High,Jennifer
4418,2083,24-06-2024,SIM Issue,Sample complaint description,Open,High,Christopher
4419,2877,01-09-2025,SIM Issue,Sample complaint description,Open,Low,Kristy
4420,625,04-11-2024,Other,Sample complaint description,Closed,Medium,Michael
4421,4257,05-10-2024,Other,Sample complaint description,In Progress,High,Joshua
4422,665,30-07-2024,Other,Sample complaint description,Closed,Low,Nancy
4423,2363,28-08-2025,Other,Sample complaint description,Open,High,Sarah
4424,3365,06-03-2024,Other,Sample complaint description,In Progress,Medium,Jennifer
4425,5963,26-12-2024,SIM Issue,Sample complaint description,Closed,Medium,Donald
4426,39,14-02-2024,Billing Issue,Sample complaint description,In Progress,Medium,Sara
4427,3528,07-08-2024,SIM Issue,Sample complaint description,Open,Low,Michael
4428,3331,20-06-2024,Billing Issue,Sample complaint description,Closed,Medium,Ashley
4429,4893,12-01-2024,Billing Issue,Sample complaint description,In Progress,Medium,Katherine
4430,2091,09-08-2024,Other,Sample complaint description,In Progress,Low,Emily
4431,2646,11-09-2025,Billing Issue,Sample complaint description,In Progress,Low,Brett
4432,2455,16-12-2024,Network Issue,Sample complaint description,Closed,Medium,Carlos
4433,5979,24-09-2024,SIM Issue,Sample complaint description,Open,High,Wayne
4434,2847,11-07-2025,Billing Issue,Sample complaint description,Closed,Low,Brendan
4435,1438,22-11-2024,Network Issue,Sample complaint description,Open,Low,Joseph
4436,1950,21-02-2024,Other,Sample complaint description,In Progress,Medium,Sarah
4437,4058,13-03-2024,Network Issue,Sample complaint description,Closed,Medium,Jason
4438,1482,04-02-2024,Other,Sample complaint description,In Progress,Low,Randy
4439,3936,14-03-2024,Billing Issue,Sample complaint description,In Progress,Medium,Jason
4440,2452,13-03-2024,SIM Issue,Sample complaint description,In Progress,Low,Heather
4441,2710,21-05-2025,SIM Issue,Sample complaint description,Open,High,Abigail
4442,3950,19-05-2024,SIM Issue,Sample complaint description,Open,Low,Cassandra
4443,1168,18-12-2023,Network Issue,Sample complaint description,Open,High,Seth
4444,4782,12-09-2024,Billing Issue,Sample complaint description,In Progress,High,William
4445,4113,19-03-2025,Billing Issue,Sample complaint description,Closed,High,Diana
4446,3660,25-08-2025,Billing Issue,Sample complaint description,In Progress,Medium,Matthew
4447,3616,04-11-2025,SIM Issue,Sample complaint description,Closed,High,Kyle
4448,3530,13-01-2025,SIM Issue,Sample complaint description,In Progress,High,Becky
4449,3380,09-02-2025,Billing Issue,Sample complaint description,Open,Medium,Michael
4450,4507,27-12-2024,Network Issue,Sample complaint description,Closed,Low,Paula
4451,5135,08-06-2025,SIM Issue,Sample complaint description,In Progress,Medium,Aimee
4452,4344,22-08-2025,Other,Sample complaint description,Open,Medium,Sean
4453,3813,25-03-2024,Network Issue,Sample complaint description,Open,Medium,Sarah
4454,2088,24-04-2024,Billing Issue,Sample complaint description,Open,Medium,Michael
4455,3451,10-09-2025,Billing Issue,Sample complaint description,Closed,Medium,Katelyn
4456,5891,10-07-2024,Network Issue,Sample complaint description,Closed,High,Todd
4457,3470,21-03-2025,Network Issue,Sample complaint description,In Progress,High,Sean
4458,4545,14-07-2024,Billing Issue,Sample complaint description,Closed,Low,Monica
4459,5657,17-06-2025,Billing Issue,Sample complaint description,Closed,Low,Mia
4460,5386,13-09-2025,Network Issue,Sample complaint description,Open,Low,Jonathan
4461,3854,17-04-2024,Billing Issue,Sample complaint description,Open,Medium,Colin
4462,12,20-12-2023,Billing Issue,Sample complaint description,Open,High,George
4463,3409,28-11-2023,SIM Issue,Sample complaint description,In Progress,Medium,Brianna
4464,1678,15-12-2023,Billing Issue,Sample complaint description,Closed,Low,Jasmine
4465,283,10-11-2025,Network Issue,Sample complaint description,In Progress,Low,Nancy
4466,1999,27-03-2024,SIM Issue,Sample complaint description,In Progress,High,Nancy
4467,4212,23-07-2025,Network Issue,Sample complaint description,Open,Low,Daniel
4468,2189,06-10-2025,Other,Sample complaint description,Open,Low,Jessica
4469,2583,04-12-2023,Network Issue,Sample complaint description,Closed,Low,Michelle
4470,1173,16-03-2025,Billing Issue,Sample complaint description,In Progress,Medium,Eric
4471,1492,16-10-2025,Network Issue,Sample complaint description,Closed,Low,Francisco
4472,3138,06-05-2024,Other,Sample complaint description,Closed,High,Kyle
4473,4670,06-10-2025,Network Issue,Sample complaint description,Closed,Low,Stephanie
4474,2793,01-07-2025,Other,Sample complaint description,Closed,Medium,Angela
4475,4850,17-11-2024,Network Issue,Sample complaint description,Closed,High,Timothy
4476,3422,14-03-2024,Other,Sample complaint description,Open,Low,Melissa
4477,1274,02-06-2024,Billing Issue,Sample complaint description,In Progress,High,Nicole
4478,3197,19-10-2025,Other,Sample complaint description,Closed,Medium,Susan
4479,3287,15-06-2025,Network Issue,Sample complaint description,Open,High,Patricia
4480,4778,17-11-2024,Billing Issue,Sample complaint description,In Progress,Low,Elizabeth
4481,5235,27-01-2025,Other,Sample complaint description,Open,Low,Beverly
4482,5390,08-07-2024,Network Issue,Sample complaint description,In Progress,High,Randy
4483,5710,29-12-2024,Billing Issue,Sample complaint description,Open,Low,Michael
4484,4348,24-10-2025,Other,Sample complaint description,Open,Medium,Kyle
4485,4159,17-07-2025,Billing Issue,Sample complaint description,Closed,Low,Michael
4486,3074,04-05-2024,Billing Issue,Sample complaint description,Open,High,Adrienne
4487,2171,22-04-2025,Other,Sample complaint description,In Progress,Low,Gary
4488,1206,02-03-2025,Other,Sample complaint description,In Progress,Medium,Sheri
4489,3984,12-06-2024,Other,Sample complaint description,Closed,High,Russell
4490,3407,24-04-2025,SIM Issue,Sample complaint description,Closed,Medium,Ryan
4491,1803,23-08-2024,Other,Sample complaint description,In Progress,Low,Nicole
4492,1389,06-07-2024,Other,Sample complaint description,In Progress,High,William
4493,5949,26-04-2025,Network Issue,Sample complaint description,Open,Low,David
4494,2704,02-10-2025,Network Issue,Sample complaint description,In Progress,Low,Noah
4495,5254,06-06-2025,SIM Issue,Sample complaint description,Closed,Medium,Nicholas
4496,3458,29-10-2025,Billing Issue,Sample complaint description,Closed,Medium,Terri
4497,2452,18-11-2024,Billing Issue,Sample complaint description,Closed,High,Christopher
4498,1649,02-12-2023,Billing Issue,Sample complaint description,Closed,Medium,Brandy
4499,4683,09-11-2025,Other,Sample complaint description,Open,High,Sherry
4500,122,02-03-2025,Billing Issue,Sample complaint description,Open,Medium,Adam
4501,4367,18-12-2023,Other,Sample complaint description,In Progress,Medium,Anthony
4502,4642,02-01-2025,Network Issue,Sample complaint description,In Progress,High,Jessica
4503,1823,12-04-2024,Network Issue,Sample complaint description,Closed,Low,Joanna
4504,1702,25-08-2024,Other,Sample complaint description,In Progress,Medium,Mark
4505,5345,27-03-2024,SIM Issue,Sample complaint description,Open,Low,John
4506,5787,18-05-2025,Billing Issue,Sample complaint description,Closed,Medium,Renee
4507,936,31-12-2023,Other,Sample complaint description,In Progress,Medium,Sarah
4508,1956,25-12-2024,Billing Issue,Sample complaint description,Closed,Low,Laura
4509,1340,16-12-2023,Network Issue,Sample complaint description,Open,Low,Yvette
4510,4624,29-12-2023,Billing Issue,Sample complaint description,Closed,High,Diana
4511,5827,17-04-2025,Other,Sample complaint description,In Progress,Low,Gary
4512,3352,24-09-2024,Network Issue,Sample complaint description,In Progress,Medium,Theresa
4513,2538,15-09-2025,SIM Issue,Sample complaint description,Open,Low,Shawn
4514,5217,18-10-2025,Network Issue,Sample complaint description,Open,Low,Kevin
4515,239,04-03-2025,Other,Sample complaint description,In Progress,Low,Alexandria
4516,339,19-02-2025,Network Issue,Sample complaint description,In Progress,High,Emma
4517,4298,04-10-2025,SIM Issue,Sample complaint description,Open,High,James
4518,5953,20-03-2024,Billing Issue,Sample complaint description,Open,High,Jennifer
4519,713,16-07-2025,Other,Sample complaint description,Open,Medium,Dale
4520,3506,28-07-2024,Other,Sample complaint description,Open,Medium,Brandon
4521,2575,21-10-2025,SIM Issue,Sample complaint description,In Progress,Medium,Cynthia
4522,3498,26-10-2025,Network Issue,Sample complaint description,Closed,Medium,Kathryn
4523,1413,25-08-2024,Other,Sample complaint description,Open,Low,Laurie
4524,1072,22-05-2025,Network Issue,Sample complaint description,Closed,Medium,Samantha
4525,3155,03-01-2025,Other,Sample complaint description,In Progress,High,Jennifer
4526,5551,30-01-2025,SIM Issue,Sample complaint description,Closed,Low,Sarah
4527,4276,27-07-2025,SIM Issue,Sample complaint description,Open,High,Lori
4528,2795,03-06-2025,Network Issue,Sample complaint description,Closed,Low,Zachary
4529,5827,17-12-2023,SIM Issue,Sample complaint description,Closed,High,Timothy
4530,4008,09-07-2025,Other,Sample complaint description,Open,Medium,Kyle
4531,807,15-02-2024,Other,Sample complaint description,Open,Medium,David
4532,4159,28-08-2025,Network Issue,Sample complaint description,Closed,Low,Clinton
4533,5566,11-11-2025,Billing Issue,Sample complaint description,Closed,Medium,Angela
4534,3098,15-04-2024,Other,Sample complaint description,Open,Low,Andrea
4535,4001,07-03-2025,Billing Issue,Sample complaint description,Open,High,Erica
4536,2027,06-12-2024,Other,Sample complaint description,In Progress,High,Michael
4537,5543,06-06-2025,SIM Issue,Sample complaint description,Open,Medium,Renee
4538,5049,28-11-2023,Billing Issue,Sample complaint description,Open,High,Justin
4539,2295,25-10-2025,Billing Issue,Sample complaint description,In Progress,Medium,Miranda
4540,1658,19-04-2024,Network Issue,Sample complaint description,Open,Medium,Keith
4541,4269,26-12-2024,SIM Issue,Sample complaint description,In Progress,High,Stacey
4542,657,02-05-2024,Other,Sample complaint description,In Progress,Medium,Kimberly
4543,4433,24-06-2024,Other,Sample complaint description,In Progress,Low,Lauren
4544,2307,01-06-2024,Other,Sample complaint description,In Progress,Medium,Mitchell
4545,4542,23-07-2025,Network Issue,Sample complaint description,Open,Medium,Scott
4546,3691,08-07-2024,Other,Sample complaint description,Closed,Low,Robert
4547,3408,18-06-2024,SIM Issue,Sample complaint description,Open,Medium,Eddie
4548,1517,08-07-2025,SIM Issue,Sample complaint description,Closed,Medium,Andrea
4549,3650,17-04-2024,SIM Issue,Sample complaint description,Closed,Low,Ryan
4550,3559,23-11-2024,Billing Issue,Sample complaint description,In Progress,Medium,Megan
4551,2684,07-12-2024,Network Issue,Sample complaint description,Open,Low,Melissa
4552,3300,12-01-2025,Network Issue,Sample complaint description,Open,Low,Ronald
4553,3934,24-06-2024,SIM Issue,Sample complaint description,In Progress,Low,Angela
4554,1912,22-10-2024,Network Issue,Sample complaint description,Closed,High,Stephen
4555,3306,09-02-2025,Billing Issue,Sample complaint description,In Progress,Low,Garrett
4556,5371,03-07-2024,Other,Sample complaint description,In Progress,Low,Ashley
4557,2755,14-04-2025,Network Issue,Sample complaint description,Closed,Medium,Jasmine
4558,3816,31-07-2024,Billing Issue,Sample complaint description,Open,Medium,Miguel
4559,1536,25-04-2025,SIM Issue,Sample complaint description,Closed,Medium,Thomas
4560,1418,16-11-2024,Other,Sample complaint description,Open,Medium,Adam
4561,1190,02-03-2024,Other,Sample complaint description,Open,Low,Michael
4562,5220,11-03-2024,Billing Issue,Sample complaint description,Closed,Medium,Richard
4563,2648,17-01-2025,Billing Issue,Sample complaint description,Closed,High,Nicole
4564,4572,11-05-2025,SIM Issue,Sample complaint description,Open,Medium,Michael
4565,2633,09-11-2025,SIM Issue,Sample complaint description,In Progress,High,Kendra
4566,5728,24-10-2024,SIM Issue,Sample complaint description,Closed,High,Samuel
4567,1963,03-05-2025,Other,Sample complaint description,Closed,Medium,Dawn
4568,849,03-03-2024,Network Issue,Sample complaint description,Open,Low,William
4569,4488,05-04-2025,Other,Sample complaint description,Closed,High,Meagan
4570,1522,07-07-2024,Other,Sample complaint description,In Progress,Low,Douglas
4571,5958,11-05-2024,SIM Issue,Sample complaint description,Closed,Medium,Nicholas
4572,4196,17-10-2024,Other,Sample complaint description,Open,Low,Daniel
4573,3085,23-11-2024,SIM Issue,Sample complaint description,In Progress,High,Michael
4574,2050,30-09-2024,Other,Sample complaint description,Closed,Medium,Donna
4575,4972,21-11-2024,SIM Issue,Sample complaint description,In Progress,High,John
4576,3245,30-03-2024,SIM Issue,Sample complaint description,Open,High,David
4577,1056,01-08-2024,Network Issue,Sample complaint description,Open,Medium,Megan
4578,9,06-02-2024,Other,Sample complaint description,In Progress,Low,Steven
4579,3475,06-08-2025,Other,Sample complaint description,In Progress,High,Holly
4580,3297,14-05-2024,SIM Issue,Sample complaint description,Closed,Medium,Tyler
4581,1978,08-02-2025,SIM Issue,Sample complaint description,Open,High,Matthew
4582,155,10-10-2024,SIM Issue,Sample complaint description,In Progress,Medium,Steven
4583,5129,03-11-2025,Other,Sample complaint description,Open,Low,John
4584,2557,05-10-2025,Other,Sample complaint description,In Progress,Low,Caitlin
4585,2712,09-03-2024,Network Issue,Sample complaint description,Closed,Low,Andrew
4586,4555,04-01-2024,Network Issue,Sample complaint description,In Progress,Medium,Andrew
4587,4801,09-07-2024,Billing Issue,Sample complaint description,Open,Low,Melissa
4588,3558,19-05-2024,Other,Sample complaint description,Closed,Low,Emily
4589,359,19-07-2024,Network Issue,Sample complaint description,Open,Medium,Kristen
4590,1261,07-05-2024,Billing Issue,Sample complaint description,Open,Low,Kimberly
4591,2035,14-11-2025,Billing Issue,Sample complaint description,In Progress,Low,Roger
4592,435,27-12-2024,Network Issue,Sample complaint description,Open,Low,Melanie
4593,4453,20-09-2025,Network Issue,Sample complaint description,Closed,Low,Jessica
4594,1302,23-09-2025,Network Issue,Sample complaint description,In Progress,Medium,Amy
4595,5836,06-05-2025,Billing Issue,Sample complaint description,Closed,Medium,Ryan
4596,218,23-07-2024,Billing Issue,Sample complaint description,Open,Medium,Jacob
4597,1815,14-04-2025,Billing Issue,Sample complaint description,Closed,Medium,Nicholas
4598,171,11-04-2025,SIM Issue,Sample complaint description,Open,Medium,Tracy
4599,5006,15-05-2024,Network Issue,Sample complaint description,In Progress,High,Lisa
4600,5523,02-07-2024,Other,Sample complaint description,Closed,Medium,Sheila
4601,434,04-08-2025,Other,Sample complaint description,In Progress,Medium,Aaron
4602,2571,03-03-2024,Billing Issue,Sample complaint description,Open,Low,James
4603,165,20-08-2025,SIM Issue,Sample complaint description,Closed,High,Vanessa
4604,5755,14-05-2024,SIM Issue,Sample complaint description,Closed,Low,Kristin
4605,5366,07-10-2024,SIM Issue,Sample complaint description,Open,Medium,Danielle
4606,5947,26-11-2025,Network Issue,Sample complaint description,Open,Medium,Krista
4607,1511,13-06-2025,Other,Sample complaint description,Open,Medium,Melinda
4608,1340,07-08-2024,Network Issue,Sample complaint description,Open,Medium,Melinda
4609,5100,20-10-2025,SIM Issue,Sample complaint description,Closed,High,Eric
4610,5075,23-12-2024,SIM Issue,Sample complaint description,In Progress,High,Emily
4611,5399,10-03-2025,Other,Sample complaint description,Closed,Low,Edwin
4612,4586,02-02-2025,SIM Issue,Sample complaint description,In Progress,High,David
4613,5541,28-11-2024,Billing Issue,Sample complaint description,Closed,High,Todd
4614,2040,02-09-2025,Network Issue,Sample complaint description,Closed,High,James
4615,3955,09-07-2024,Billing Issue,Sample complaint description,In Progress,Medium,Kevin
4616,628,04-12-2023,Other,Sample complaint description,Open,Low,Sheryl
