call_id,customer_id,call_date,duration_minutes,call_type,location_city,location_state,network_quality
5352,1554,13-08-2025 11:49,5.87,Outgoing,West Susan,Kentucky,Poor
5353,970,19-01-2025 09:05,19.34,Outgoing,East Alexander,Arkansas,Poor
5354,1159,25-03-2025 08:07,1.14,Outgoing,Sarahmouth,West Virginia,Good
5355,3337,21-04-2025 19:30,3.16,Outgoing,Jenniferstad,Florida,Poor
5356,1684,22-10-2025 20:23,10.04,Incoming,West Danielleside,Delaware,Poor
5357,5499,22-06-2025 08:48,16.6,Outgoing,West Desiree,Tennessee,Poor
5358,2480,27-01-2025 02:05,17.73,Outgoing,Butlerburgh,Nevada,Average
5359,5321,20-04-2025 22:46,18.14,Incoming,Petermouth,Utah,Average
5360,1032,25-10-2025 01:25,10.38,Incoming,Andersonborough,Pennsylvania,Good
5361,4168,31-12-2024 06:38,4.13,Outgoing,Wendytown,Georgia,Poor
5362,2056,28-09-2025 09:13,8.91,Incoming,Lake Sarahview,Florida,Good
5363,1584,28-08-2025 03:17,13.85,Incoming,South Michelle,Pennsylvania,Average
5364,224,26-06-2025 20:33,15.79,Outgoing,Jeffreymouth,Oklahoma,Average
5365,1126,29-06-2025 07:19,8.25,Incoming,Port Christopherport,Virginia,Average
5366,1664,05-02-2025 16:37,14.94,Outgoing,Elijahfort,Delaware,Poor
5367,5470,27-10-2025 17:08,5.32,Outgoing,Reyesview,Oklahoma,Average
5368,2406,28-04-2025 00:53,14.56,Incoming,Laurenburgh,Wisconsin,Average
5369,821,02-02-2025 07:21,2.61,Outgoing,New Courtney,Iowa,Poor
5370,3042,02-05-2025 17:44,4.64,Outgoing,North Lisa,Rhode Island,Good
5371,1362,30-06-2025 09:15,0.6,Incoming,Valeriehaven,Colorado,Average
5372,898,23-07-2025 01:43,3.69,Incoming,West Lisa,Georgia,Poor
5373,4895,16-07-2025 15:51,8.85,Incoming,Dudleymouth,Indiana,Good
5374,865,15-12-2024 13:08,12.78,Outgoing,East Mark,Florida,Good
5375,2226,23-06-2025 07:06,1.37,Incoming,Petersonton,North Carolina,Poor
5376,3784,29-09-2025 18:08,14.51,Incoming,North Davidhaven,Nebraska,Good
5377,1034,24-07-2025 10:20,15.28,Incoming,East April,Colorado,Good
5378,4983,08-06-2025 03:00,14.72,Incoming,Bryantville,Alaska,Good
5379,2751,01-02-2025 23:37,12.52,Outgoing,West Dawnfort,Kansas,Average
5380,250,21-08-2025 18:52,12.2,Outgoing,Lake Jeremiahfurt,Idaho,Good
5381,919,03-09-2025 09:46,11.96,Incoming,Kristinshire,Kentucky,Poor
5382,3795,14-05-2025 00:31,5.44,Incoming,Port Kathryn,Vermont,Good
5383,1871,26-09-2025 08:50,3.33,Incoming,Brianton,Ohio,Poor
5384,3917,17-02-2025 07:11,3.11,Outgoing,Michaelland,South Dakota,Good
5385,2318,29-01-2025 02:43,6.16,Outgoing,Shawnmouth,Louisiana,Poor
5386,4581,25-12-2024 16:34,16.2,Outgoing,North Jacobport,Michigan,Good
5387,1416,16-03-2025 04:39,5.32,Outgoing,Destinystad,Wyoming,Good
5388,4510,01-08-2025 11:33,14.54,Incoming,Port Justinborough,Nevada,Average
5389,2450,06-08-2025 03:24,1.21,Incoming,North Todd,Florida,Average
5390,3714,13-05-2025 09:43,13.74,Outgoing,Karihaven,Louisiana,Poor
5391,3026,17-01-2025 00:34,15.58,Incoming,Lake Alexander,Wyoming,Average
5392,5279,02-05-2025 12:06,3.83,Outgoing,North Kylechester,North Dakota,Good
5393,4294,17-08-2025 00:11,8.84,Incoming,West Rebecca,Wyoming,Average
5394,2448,10-08-2025 20:46,14.14,Incoming,Terrenceton,South Dakota,Good
5395,1438,30-12-2024 09:20,6.53,Outgoing,East Saraburgh,Florida,Poor
5396,4785,24-11-2025 04:25,16.72,Incoming,Johnfort,Mississippi,Average
5397,655,20-11-2025 08:43,6.27,Outgoing,Josephside,Louisiana,Poor
5398,5780,16-09-2025 22:12,13.77,Outgoing,East Carlfort,Massachusetts,Poor
5399,3349,24-08-2025 15:10,11.22,Outgoing,Lake Amyport,Oklahoma,Poor
5400,2497,19-03-2025 15:05,16.01,Outgoing,Jennifermouth,Idaho,Poor
5401,153,25-01-2025 07:15,11.77,Outgoing,Joseberg,Wyoming,Average
5402,3993,31-01-2025 11:21,10.87,Incoming,Port Karen,Illinois,Average
5403,3078,17-11-2025 09:29,16.44,Incoming,South Marcus,Minnesota,Average
5404,3817,10-10-2025 07:07,18.76,Outgoing,Tylermouth,Georgia,Good
5405,3989,21-01-2025 04:01,4.28,Incoming,Aaronberg,Mississippi,Good
5406,5351,10-10-2025 01:29,3.66,Incoming,East Christopher,Virginia,Poor
5407,2414,16-12-2024 01:02,4.36,Outgoing,Markborough,Illinois,Poor
5408,5838,26-06-2025 03:06,13.6,Incoming,Hamiltonfurt,Delaware,Good
5409,2224,10-05-2025 01:58,2.61,Incoming,Miguelhaven,North Carolina,Good
5410,5558,13-11-2025 10:54,0.67,Incoming,Darylport,Massachusetts,Average
5411,2901,25-02-2025 04:01,15.99,Outgoing,South Barbara,Utah,Average
5412,5101,21-06-2025 06:07,12,Outgoing,Boltonmouth,Mississippi,Good
5413,2661,04-09-2025 22:43,10.85,Outgoing,East Christopher,Minnesota,Poor
5414,5290,28-06-2025 06:24,13.44,Outgoing,Sullivanbury,Nevada,Poor
5415,775,09-02-2025 08:01,17.75,Outgoing,South Danielshire,North Carolina,Average
5416,2147,18-11-2025 03:23,11.03,Outgoing,Port Tyler,Massachusetts,Average
5417,1043,13-11-2025 22:39,19.6,Outgoing,East Racheltown,Arkansas,Good
5418,3225,14-07-2025 06:57,6.59,Outgoing,Lyonschester,West Virginia,Poor
5419,3994,06-08-2025 23:16,12.8,Outgoing,Sherrymouth,Massachusetts,Poor
5420,4370,13-11-2025 23:46,6.78,Outgoing,East Lee,Minnesota,Good
5421,1566,27-03-2025 17:24,5.34,Incoming,Lynchbury,Pennsylvania,Good
5422,2311,10-08-2025 11:45,17.88,Outgoing,Marvinport,Colorado,Average
5423,29,21-06-2025 09:20,2.12,Incoming,Haleside,Alabama,Poor
5424,2613,01-12-2024 10:29,16.49,Incoming,Lake Katherinemouth,Georgia,Average
5425,3006,18-09-2025 00:56,7.45,Incoming,Stevetown,Rhode Island,Poor
5426,176,13-02-2025 10:07,18.92,Outgoing,Melissaton,Montana,Poor
5427,3795,23-07-2025 00:58,17.71,Outgoing,Port Jefferyfort,Ohio,Poor
5428,3656,23-04-2025 06:28,15.01,Incoming,North Charles,Pennsylvania,Average
5429,4276,04-05-2025 21:29,12.37,Incoming,Nataliehaven,Virginia,Good
5430,2094,14-06-2025 18:33,2.62,Incoming,North Traci,Minnesota,Average
5431,2425,18-07-2025 18:53,14.64,Outgoing,Debbiemouth,California,Poor
5432,4072,07-12-2024 08:20,11.37,Outgoing,Gregoryfurt,Missouri,Good
5433,2966,19-10-2025 02:20,11.01,Incoming,New Richardside,Connecticut,Poor
5434,718,20-10-2025 21:24,10.05,Outgoing,Natashaberg,South Dakota,Good
5435,4070,18-12-2024 16:29,13.36,Incoming,Melissaberg,New Jersey,Average
5436,1231,10-05-2025 18:59,8.81,Outgoing,Lake Marie,Georgia,Average
5437,4444,21-08-2025 12:08,9.34,Incoming,South Aaronfurt,Rhode Island,Poor
5438,1074,22-04-2025 06:04,10.72,Incoming,Lake Kevinchester,Oklahoma,Good
5439,3380,25-05-2025 01:52,6.16,Outgoing,South Dana,Florida,Poor
5440,1169,27-09-2025 14:51,8.33,Incoming,Robertport,Arkansas,Average
5441,2196,03-08-2025 06:33,1.34,Outgoing,South Tracy,Kansas,Average
5442,4550,27-09-2025 18:55,12.07,Outgoing,Boltonshire,Rhode Island,Good
5443,565,15-09-2025 06:29,15.39,Incoming,Kennethbury,Hawaii,Poor
5444,4686,11-09-2025 18:20,3.22,Incoming,North Beth,Connecticut,Average
5445,981,23-11-2025 08:38,17.71,Outgoing,East Robertfurt,Arkansas,Good
5446,4885,16-01-2025 18:18,7.85,Incoming,Huntershire,New Mexico,Poor
5447,2380,09-09-2025 19:50,8.09,Incoming,New Kristin,New Jersey,Average
5448,3831,13-06-2025 08:36,4.12,Outgoing,Shellymouth,Nevada,Poor
5449,1553,26-08-2025 22:28,4.08,Outgoing,Davidmouth,Texas,Poor
5450,5683,21-08-2025 02:52,1.76,Outgoing,New Penny,Wisconsin,Average
5451,877,09-03-2025 15:08,16.95,Outgoing,Acevedoside,North Dakota,Average
5452,733,05-10-2025 20:14,0.69,Outgoing,Port Justin,Minnesota,Average
5453,3289,31-01-2025 14:49,9.72,Outgoing,East Sharonburgh,Vermont,Poor
5454,34,04-02-2025 19:41,3.52,Incoming,Matthewtown,Montana,Poor
5455,3858,23-12-2024 22:41,13.75,Incoming,Sandramouth,California,Good
5456,4402,06-04-2025 01:10,4.1,Incoming,New Annette,Delaware,Poor
5457,2204,31-10-2025 02:20,6.43,Outgoing,South Rogerburgh,California,Good
5458,3658,11-06-2025 17:54,18.86,Outgoing,Leland,Florida,Good
5459,5584,26-09-2025 09:41,8.41,Incoming,Port Alex,Florida,Good
5460,5613,23-09-2025 03:02,2.15,Outgoing,East Debraport,Alabama,Poor
5461,3967,06-02-2025 12:20,7.73,Incoming,North Damonhaven,Oregon,Poor
5462,1322,17-10-2025 10:15,1.89,Outgoing,Jamesville,Georgia,Good
5463,4207,23-12-2024 02:03,13.96,Outgoing,Port Derek,Illinois,Poor
5464,5057,10-04-2025 18:40,8.09,Incoming,Christopherside,Oregon,Good
5465,1826,12-10-2025 19:01,10.07,Incoming,Morrowmouth,Vermont,Average
5466,2806,18-12-2024 00:30,15.13,Incoming,Joyshire,Louisiana,Good
5467,757,19-05-2025 07:20,11.27,Outgoing,East Karenchester,Pennsylvania,Good
5468,1382,05-06-2025 07:33,5.99,Outgoing,West Amanda,Georgia,Good
5469,4944,15-07-2025 20:19,16.92,Incoming,Robertborough,California,Poor
5470,3679,21-01-2025 19:03,13.3,Incoming,West Melanie,Mississippi,Good
5471,3227,09-08-2025 17:39,4.06,Outgoing,Lake Christina,Maryland,Good
5472,1908,08-09-2025 12:16,13.18,Incoming,Port Jessicamouth,Massachusetts,Average
5473,3702,24-08-2025 18:22,10.04,Incoming,Jamesberg,Tennessee,Good
5474,3091,11-10-2025 04:30,18.72,Outgoing,Pierceport,Oklahoma,Poor
5475,3919,09-05-2025 12:02,15.7,Outgoing,West Kelly,Connecticut,Average
5476,5546,24-01-2025 02:42,17.99,Outgoing,Jensenfurt,New Jersey,Average
5477,5190,23-06-2025 21:33,13.27,Outgoing,Deannatown,Maine,Poor
5478,1837,27-01-2025 07:36,12.36,Incoming,Rebeccafort,Michigan,Good
5479,4987,23-03-2025 02:18,11.79,Outgoing,Jameston,Vermont,Poor
5480,4372,01-07-2025 05:55,16.76,Outgoing,Amyton,Iowa,Poor
5481,4441,19-01-2025 08:14,7.08,Outgoing,East Elizabethland,New Mexico,Good
5482,2647,16-09-2025 08:39,3.92,Outgoing,New Michael,Montana,Good
5483,3039,02-09-2025 16:14,11.92,Incoming,Lake Dylanbury,Illinois,Good
5484,2713,30-07-2025 15:38,18.46,Outgoing,Port Thomasburgh,Hawaii,Average
5485,5185,09-05-2025 22:37,11.13,Outgoing,West Coleland,Montana,Good
5486,4703,18-03-2025 10:57,3.26,Incoming,East Sarah,California,Poor
5487,2492,22-01-2025 07:55,10.06,Incoming,South Jason,Louisiana,Good
5488,3698,15-01-2025 00:26,16.94,Outgoing,Randyfort,Arizona,Poor
5489,2904,12-02-2025 23:38,12.49,Outgoing,East Robinhaven,Maine,Poor
5490,2472,26-02-2025 09:07,14.66,Outgoing,New Mollymouth,Colorado,Good
5491,5750,29-04-2025 21:42,10.04,Incoming,New Christine,Massachusetts,Poor
5492,2106,16-10-2025 03:35,15.2,Outgoing,Jonathanshire,South Carolina,Poor
5493,2981,23-11-2025 03:43,16.35,Outgoing,South Raymondstad,Maine,Average
5494,2272,23-06-2025 06:00,1.01,Incoming,West Nicole,California,Poor
5495,4460,20-03-2025 22:57,5.53,Outgoing,Connerburgh,Washington,Poor
5496,4986,13-09-2025 18:32,0.52,Incoming,Millerburgh,Ohio,Poor
5497,521,15-07-2025 19:47,6.81,Incoming,Lauramouth,Virginia,Average
5498,525,24-08-2025 15:14,5.84,Outgoing,Lake Rickyfurt,Minnesota,Good
5499,1479,11-10-2025 09:31,1.24,Incoming,Robertsonton,Mississippi,Average
5500,814,04-08-2025 12:29,11.45,Incoming,Tiffanyside,Utah,Average
5501,2573,24-07-2025 08:54,5.33,Incoming,Nancystad,Idaho,Average
5502,4889,21-01-2025 16:48,2.51,Incoming,Colemanfort,Maine,Average
5503,363,22-10-2025 14:13,11.8,Outgoing,Jessicachester,Massachusetts,Average
5504,620,23-11-2025 13:27,8.63,Outgoing,North Michaelshire,Ohio,Poor
5505,1287,04-09-2025 19:26,18.78,Outgoing,Port Adamberg,Maryland,Poor
5506,5569,27-09-2025 02:55,13.92,Outgoing,Briantown,Arkansas,Average
5507,3977,24-01-2025 03:01,10.77,Outgoing,Georgeberg,Oregon,Poor
5508,1550,22-10-2025 01:24,7.25,Outgoing,South Jonathanport,Iowa,Good
5509,2676,06-08-2025 21:07,13.17,Incoming,Clineside,Mississippi,Average
5510,862,25-07-2025 01:53,18.34,Outgoing,Paulbury,Louisiana,Good
5511,2353,07-09-2025 18:15,18.04,Outgoing,Hernandezstad,Indiana,Poor
5512,5129,29-04-2025 09:19,10.08,Outgoing,New Jacobview,Nevada,Poor
5513,1266,29-06-2025 16:05,12.75,Outgoing,Andersonland,Oklahoma,Good
5514,912,08-01-2025 04:27,18.27,Incoming,Simmonsside,Missouri,Poor
5515,41,13-09-2025 05:45,1.31,Outgoing,South Melissa,Missouri,Poor
5516,2924,12-11-2025 12:08,1.63,Incoming,South Aprilhaven,California,Average
5517,3918,03-07-2025 17:57,7.15,Incoming,Port Michaelmouth,Delaware,Poor
5518,1235,07-12-2024 07:31,19.36,Outgoing,New Travismouth,Arkansas,Average
5519,690,04-04-2025 10:50,18.4,Outgoing,South Jeremy,Indiana,Average
5520,1729,01-06-2025 17:12,5.25,Outgoing,New Scott,Indiana,Poor
5521,2149,06-03-2025 13:22,18.72,Outgoing,Johnsonville,North Dakota,Average
5522,5490,26-11-2025 08:41,7.76,Outgoing,North Jonathanbury,Missouri,Average
5523,5170,07-12-2024 07:40,19.78,Outgoing,South Erin,Oregon,Good
5524,251,02-05-2025 12:21,19.31,Incoming,North Colleenton,Arkansas,Good
5525,317,30-06-2025 21:02,2,Incoming,South Kristine,South Carolina,Poor
5526,1743,03-03-2025 22:53,4.54,Outgoing,Ryanside,Alaska,Good
5527,5721,19-09-2025 04:24,8.51,Outgoing,South Jenniferport,Pennsylvania,Poor
5528,917,21-07-2025 14:17,5.67,Outgoing,Port Kellyside,Tennessee,Poor
5529,3183,07-12-2024 02:04,11.84,Incoming,South Rachelland,Michigan,Average
5530,4872,05-09-2025 09:18,1.19,Outgoing,Jasontown,Tennessee,Average
5531,3268,28-08-2025 23:05,17.5,Outgoing,Joanfort,Missouri,Average
5532,4921,11-06-2025 12:16,3.14,Incoming,West Jacob,Texas,Good
5533,5860,27-03-2025 10:16,1.13,Incoming,Schmidtmouth,Iowa,Poor
5534,943,23-10-2025 08:25,10.61,Incoming,South Kimberlyfort,Arkansas,Average
5535,1301,15-09-2025 06:58,18.48,Incoming,Lake Stephanieside,Vermont,Poor
5536,4313,03-06-2025 13:32,17.85,Incoming,New Tammie,Montana,Average
5537,1690,02-09-2025 17:03,11.71,Incoming,Port Jaime,Tennessee,Poor
5538,86,09-10-2025 04:39,18.83,Incoming,Port Holly,South Dakota,Good
5539,1975,08-12-2024 09:34,19.38,Outgoing,Lake Stephen,Maryland,Good
5540,335,03-03-2025 22:01,17.93,Incoming,Sarahville,New York,Average
5541,4407,22-12-2024 05:23,7.48,Outgoing,Lake Pamela,Alaska,Average
5542,3456,20-09-2025 09:58,1.8,Incoming,East Jordanland,Nevada,Average
5543,650,14-09-2025 13:28,10.14,Incoming,Charlesland,Delaware,Poor
5544,1960,27-10-2025 22:31,1.24,Incoming,Coreystad,Oregon,Poor
5545,4054,25-06-2025 08:07,1.91,Outgoing,Jacksonfurt,Minnesota,Good
5546,247,23-08-2025 05:16,13.49,Outgoing,West Charlesburgh,Washington,Poor
5547,3740,04-07-2025 07:50,6.87,Incoming,Lake Suzanne,Texas,Average
5548,3617,19-09-2025 16:26,12.67,Incoming,South Ricky,North Carolina,Good
5549,5191,21-06-2025 17:33,7.21,Incoming,West Laurenshire,Maine,Good
5550,1855,25-09-2025 23:21,12.7,Incoming,East Adamtown,North Carolina,Good
5551,177,02-04-2025 06:21,12.79,Outgoing,Jeffreyshire,Illinois,Good
5552,5022,08-08-2025 09:08,11.19,Outgoing,West Davidtown,Wisconsin,Poor
5553,1885,10-10-2025 23:47,3.04,Incoming,New Andrea,New Mexico,Poor
5554,5249,27-11-2025 01:55,10.25,Incoming,New Joshua,Ohio,Good
5555,4191,22-04-2025 03:06,9.53,Outgoing,Kaneborough,Oregon,Good
5556,3519,16-05-2025 06:43,14.89,Incoming,Clineton,Massachusetts,Average
5557,943,29-03-2025 18:41,19.21,Incoming,Annamouth,Arizona,Poor
5558,3789,11-06-2025 20:46,14.06,Outgoing,Middletonville,Utah,Poor
5559,5273,08-01-2025 23:03,19.31,Outgoing,West Tomland,Tennessee,Good
5560,2580,08-06-2025 16:53,19.66,Outgoing,North Alicia,South Dakota,Average
5561,5008,19-08-2025 06:27,12.54,Outgoing,Williamsbury,Louisiana,Good
5562,277,03-01-2025 01:40,8.88,Outgoing,Thomasville,Georgia,Good
5563,2524,28-07-2025 20:15,3.01,Outgoing,Colinton,Missouri,Poor
5564,1488,26-12-2024 07:51,11.06,Incoming,South Mary,Florida,Average
5565,4882,08-10-2025 08:35,11.98,Incoming,North Alison,Virginia,Good
5566,1542,13-11-2025 00:54,7.69,Outgoing,Kingtown,Wyoming,Good
5567,617,12-05-2025 02:57,11.2,Outgoing,Lake Matthewside,Virginia,Average
5568,5047,14-03-2025 01:49,17.95,Incoming,New Michael,Wisconsin,Average
5569,833,13-07-2025 22:52,6.57,Outgoing,New Jamesview,New Hampshire,Poor
5570,154,01-01-2025 12:26,18.29,Outgoing,Millertown,New Mexico,Average
5571,1199,06-11-2025 09:23,13.44,Incoming,Saundersborough,Nebraska,Average
5572,4305,13-05-2025 10:30,4.01,Outgoing,West Alfredchester,Colorado,Poor
5573,1499,16-04-2025 18:24,6.47,Outgoing,Santosmouth,Nevada,Poor
5574,3764,27-10-2025 14:19,5.17,Incoming,Samanthaside,New Hampshire,Poor
5575,3393,08-05-2025 09:18,4.45,Incoming,Lake Robert,Nebraska,Average
5576,1029,25-09-2025 18:04,10.28,Incoming,East Katherinetown,New York,Good
5577,3414,08-11-2025 12:56,1.31,Incoming,Lake Nicholasmouth,Florida,Good
5578,4980,21-04-2025 00:31,0.3,Outgoing,Gardnerville,Massachusetts,Average
5579,3535,30-12-2024 13:00,7.44,Incoming,Myershaven,Virginia,Poor
5580,2773,26-07-2025 00:01,19.89,Incoming,Rachelfort,Nebraska,Poor
5581,3102,12-01-2025 00:55,2.3,Outgoing,Port Maria,Arizona,Average
5582,143,24-10-2025 22:31,16.92,Incoming,Marcusstad,Tennessee,Good
5583,4293,30-06-2025 01:00,16.8,Incoming,New Aaron,Massachusetts,Average
5584,1501,31-03-2025 19:36,10.21,Outgoing,New Erica,Alaska,Poor
5585,220,06-05-2025 18:18,19.53,Outgoing,Port Melissa,Montana,Average
5586,480,09-10-2025 09:49,0.93,Outgoing,West Jasonmouth,Nebraska,Good
5587,2224,16-04-2025 04:59,18.48,Outgoing,North Christopher,Alabama,Good
5588,517,05-08-2025 06:30,13.4,Incoming,New Larry,Hawaii,Poor
5589,213,23-03-2025 17:00,5.03,Incoming,Dorseystad,Montana,Good
5590,2132,08-07-2025 14:12,2.21,Incoming,New Amyburgh,Arizona,Good
5591,4545,12-10-2025 18:56,3.85,Incoming,Austinville,Texas,Good
5592,4037,29-03-2025 18:25,18.74,Outgoing,Maldonadoside,Arkansas,Poor
5593,1953,05-09-2025 05:22,13.2,Incoming,Lake Marcus,Idaho,Average
5594,4127,16-02-2025 18:19,6.41,Outgoing,Wrightton,Delaware,Average
5595,5632,07-03-2025 00:24,13.67,Outgoing,Lake Sheri,Colorado,Poor
5596,2912,12-09-2025 20:52,3.41,Outgoing,Markport,Oklahoma,Poor
5597,3340,19-03-2025 14:31,9.06,Incoming,Jamieshire,South Dakota,Average
5598,1928,31-01-2025 03:54,7.56,Incoming,West Jilltown,Nebraska,Good
5599,4534,24-03-2025 12:44,8.9,Incoming,Lake Bradleyfort,Colorado,Average
5600,1264,18-08-2025 05:05,13.5,Outgoing,Farmerville,Oklahoma,Good
5601,1958,01-06-2025 19:08,2.36,Outgoing,East Richard,Maine,Average
5602,2739,30-06-2025 13:44,9.79,Incoming,South Suzanneport,South Carolina,Average
5603,5657,29-03-2025 11:59,17.63,Incoming,West Anthonyview,Georgia,Poor
5604,5825,17-08-2025 20:35,0.13,Incoming,Lake Zacharyfurt,Iowa,Good
5605,3344,28-08-2025 10:26,3.13,Incoming,Stephenborough,Nebraska,Poor
5606,5421,27-07-2025 15:53,2.68,Incoming,Christon,Arkansas,Poor
5607,1147,20-12-2024 16:53,0.99,Outgoing,East Tammy,Utah,Average
5608,3192,08-01-2025 13:02,5.66,Incoming,Williamstown,Oklahoma,Average
5609,643,21-01-2025 08:54,9.6,Incoming,Evansport,Michigan,Good
5610,385,13-11-2025 07:00,6.98,Outgoing,Joycemouth,Pennsylvania,Poor
5611,5285,13-04-2025 05:40,5.6,Incoming,East Kevin,Virginia,Good
5612,2268,15-12-2024 12:09,10.33,Outgoing,Patrickland,West Virginia,Poor
5613,4157,06-08-2025 08:41,7.33,Incoming,New Charlestown,Pennsylvania,Good
5614,200,05-06-2025 23:49,8.08,Outgoing,Thompsonchester,Maine,Poor
5615,4752,02-12-2024 06:29,10.13,Outgoing,South Adam,South Dakota,Average
5616,241,13-11-2025 16:20,10.45,Outgoing,Mcgrathchester,Pennsylvania,Poor
5617,4841,07-11-2025 05:35,6.37,Incoming,Markview,Georgia,Average
5618,2964,31-03-2025 18:30,8.52,Outgoing,New Ryanhaven,Mississippi,Poor
5619,2493,31-08-2025 03:13,19.25,Incoming,East Thomas,Tennessee,Average
5620,2955,24-09-2025 17:30,4.98,Outgoing,Meganfurt,Ohio,Good
5621,2459,09-10-2025 08:17,19.18,Outgoing,Port Vincent,Ohio,Average
5622,5821,19-01-2025 04:10,3.87,Outgoing,Samanthaville,California,Good
5623,1624,05-06-2025 09:23,14.94,Outgoing,Suzanneburgh,Oregon,Average
5624,666,27-11-2025 13:13,13.81,Outgoing,Brownville,Tennessee,Average
5625,533,25-11-2025 01:31,1.12,Outgoing,Port Susan,Tennessee,Poor
5626,4814,18-03-2025 12:29,10.05,Incoming,West Andrea,Idaho,Average
5627,5005,20-04-2025 17:47,16.32,Incoming,West Jeremiah,West Virginia,Good
5628,305,24-03-2025 14:00,0.9,Incoming,Milesmouth,Indiana,Average
5629,829,11-08-2025 10:39,15.47,Outgoing,West Joe,Alaska,Good
5630,597,18-03-2025 19:41,5.42,Incoming,Robinsonville,Washington,Average
5631,5228,20-11-2025 18:46,4.24,Incoming,Bryanchester,Michigan,Good
5632,5738,11-01-2025 03:24,3.65,Incoming,Malikmouth,Wisconsin,Good
5633,3346,04-03-2025 02:51,6.4,Outgoing,Annettebury,Alabama,Average
5634,3155,29-03-2025 03:44,10.41,Incoming,New Robert,Illinois,Poor
5635,6000,25-07-2025 00:41,18.19,Outgoing,South Susanberg,Ohio,Good
5636,2584,14-08-2025 19:22,14.74,Outgoing,Atkinsstad,South Dakota,Poor
5637,1895,20-06-2025 19:14,12.36,Outgoing,New Melanie,Nevada,Good
5638,4584,06-06-2025 14:39,13.47,Incoming,Donnastad,Mississippi,Good
5639,5744,02-11-2025 19:52,1.25,Incoming,Currymouth,Kentucky,Good
5640,3432,09-03-2025 23:20,12.54,Incoming,Heatherchester,Vermont,Average
5641,3774,20-11-2025 01:34,9.35,Outgoing,Rodriguezchester,Alaska,Average
5642,1498,21-06-2025 20:13,4.99,Incoming,South Pamelaberg,Vermont,Good
5643,5341,08-06-2025 09:26,14.42,Outgoing,Sanchezfurt,Alabama,Poor
5644,2432,18-11-2025 17:10,2.57,Outgoing,Fisherstad,Wyoming,Good
5645,5739,17-06-2025 04:58,4.16,Outgoing,Hayesbury,South Dakota,Average
5646,5403,02-03-2025 11:56,19.62,Incoming,Cortezstad,North Carolina,Poor
5647,3178,13-05-2025 23:01,5.35,Outgoing,Taylormouth,New York,Good
5648,1899,16-05-2025 14:12,3.44,Outgoing,Solomonborough,New York,Good
5649,5563,02-09-2025 18:35,18.98,Incoming,Ryanport,Tennessee,Good
5650,4539,02-05-2025 16:17,7.01,Incoming,New Robert,Wyoming,Poor
5651,2226,15-03-2025 12:12,9.66,Outgoing,Port Paula,Kentucky,Average
5652,4000,17-07-2025 19:29,5.11,Outgoing,Michelleland,Utah,Poor
5653,2356,07-06-2025 22:48,3.53,Incoming,Grayville,Wyoming,Average
5654,3290,12-12-2024 04:05,2.16,Outgoing,East Douglas,North Carolina,Average
5655,2498,20-08-2025 07:46,18.86,Incoming,North Kenneth,New Hampshire,Poor
5656,206,13-12-2024 05:35,8.25,Incoming,Port Ronaldland,Pennsylvania,Average
5657,771,09-03-2025 05:47,8.76,Incoming,New Loganberg,Kansas,Average
5658,2840,13-08-2025 06:04,9.38,Outgoing,Stevenland,Michigan,Average
5659,5670,03-07-2025 18:27,0.13,Outgoing,South Kevinton,Kentucky,Average
5660,5512,30-01-2025 06:59,17.12,Outgoing,South Garrett,California,Poor
5661,426,12-12-2024 11:12,13.77,Incoming,Lake Heather,Utah,Average
5662,547,19-05-2025 03:58,8.42,Incoming,Ellisbury,Alabama,Poor
5663,3752,12-03-2025 11:31,11.36,Incoming,Lake Jesse,New York,Average
5664,4883,20-08-2025 06:27,6.16,Outgoing,Valenciafurt,North Carolina,Poor
5665,3476,23-01-2025 07:33,4.62,Incoming,East Jessicashire,Nebraska,Good
5666,3165,08-08-2025 00:06,14.47,Outgoing,Port Robert,Washington,Average
5667,5902,21-02-2025 05:24,18.7,Incoming,Morrisonbury,California,Poor
5668,2676,19-01-2025 19:25,15.87,Outgoing,Dorothyborough,Pennsylvania,Good
5669,2382,20-11-2025 15:37,7.87,Outgoing,Michaelland,Hawaii,Poor
5670,3563,12-04-2025 14:00,15.63,Incoming,Hernandezmouth,North Dakota,Good
5671,5243,06-02-2025 06:46,8.03,Outgoing,New Shawn,Minnesota,Poor
5672,3815,19-04-2025 02:01,3.39,Incoming,Kaylaburgh,Arkansas,Poor
5673,441,04-08-2025 19:04,3.28,Outgoing,Cabrerafurt,Kansas,Average
5674,5041,07-08-2025 15:46,5.66,Outgoing,Lake Erinville,New Jersey,Good
5675,1128,03-12-2024 17:59,17.02,Incoming,Morenochester,Maryland,Poor
5676,1502,30-10-2025 10:18,12.4,Outgoing,East Gregory,Oklahoma,Good
5677,4119,18-05-2025 22:56,19.84,Incoming,Hoton,Arkansas,Average
5678,3445,10-10-2025 21:27,3.67,Outgoing,New Jeffreyhaven,Alabama,Good
5679,5122,13-02-2025 22:42,19.06,Incoming,Garciaborough,Nebraska,Poor
5680,1105,30-04-2025 03:45,9.99,Incoming,Smithville,New York,Good
5681,3746,31-03-2025 11:26,18.81,Incoming,South John,New York,Average
5682,4494,05-09-2025 21:08,9.6,Outgoing,New Brianhaven,Oregon,Average
5683,981,15-10-2025 00:51,13.46,Outgoing,North David,New Mexico,Good
