plan_id,plan_name,price,validity_days,data_per_day_gb,sms_per_day,unlimited_calls,plan_type
4896,Airtel 399,299,84,1,100,FALSE,Postpaid
4897,Airtel 199,299,84,1,300,TRUE,Postpaid
4898,Airtel 399,499,56,1,300,TRUE,Postpaid
4899,Airtel 499,199,84,3,100,FALSE,Postpaid
4900,Airtel 499,599,56,1.5,200,FALSE,Postpaid
4901,Airtel 299,599,84,2,200,FALSE,Prepaid
4902,Airtel 199,399,56,1,100,FALSE,Prepaid
4903,Airtel 299,299,28,1,200,FALSE,Postpaid
4904,Airtel 499,499,28,1.5,200,FALSE,Prepaid
4905,Airtel 499,299,84,1,200,TRUE,Prepaid
4906,Airtel 499,399,28,1,300,FALSE,Postpaid
4907,Airtel 199,499,28,1.5,300,FALSE,Postpaid
4908,Airtel 399,499,84,2,100,FALSE,Prepaid
4909,Airtel 499,599,84,1,200,FALSE,Prepaid
4910,Airtel 499,499,84,1,300,FALSE,Postpaid
4911,Airtel 399,499,56,1,200,TRUE,Prepaid
4912,Airtel 199,199,84,3,100,FALSE,Postpaid
4913,Airtel 199,199,84,3,100,TRUE,Prepaid
4914,Airtel 499,499,28,2,100,FALSE,Postpaid
4915,Airtel 299,399,84,2,100,FALSE,Postpaid
4916,Airtel 499,399,56,2,200,FALSE,Prepaid
4917,Airtel 499,399,28,3,100,TRUE,Postpaid
4918,Airtel 399,399,84,2,100,FALSE,Postpaid
4919,Airtel 499,599,28,2,300,FALSE,Postpaid
4920,Airtel 199,599,84,2,200,FALSE,Postpaid
4921,Airtel 299,199,84,2,100,TRUE,Prepaid
4922,Airtel 499,499,84,1,100,TRUE,Postpaid
4923,Airtel 499,199,56,1.5,300,FALSE,Postpaid
4924,Airtel 399,199,56,3,200,TRUE,Prepaid
4925,Airtel 199,599,84,3,100,TRUE,Prepaid
4926,Airtel 499,599,84,1,300,TRUE,Postpaid
4927,Airtel 199,399,56,2,300,TRUE,Postpaid
4928,Airtel 399,199,84,1.5,100,FALSE,Postpaid
4929,Airtel 399,199,28,3,100,FALSE,Postpaid
4930,Airtel 299,399,56,1,200,TRUE,Postpaid
4931,Airtel 499,199,84,1.5,200,FALSE,Postpaid
4932,Airtel 299,599,84,2,100,FALSE,Postpaid
4933,Airtel 299,199,84,1,100,TRUE,Prepaid
4934,Airtel 499,399,84,2,200,FALSE,Postpaid
4935,Airtel 199,399,84,1.5,300,TRUE,Prepaid
4936,Airtel 499,299,28,1.5,200,TRUE,Postpaid
4937,Airtel 399,399,56,2,200,FALSE,Postpaid
4938,Airtel 399,399,56,2,100,TRUE,Prepaid
4939,Airtel 299,499,56,2,300,TRUE,Prepaid
4940,Airtel 299,199,56,1.5,300,TRUE,Postpaid
4941,Airtel 299,199,84,1,200,FALSE,Prepaid
4942,Airtel 199,299,84,1.5,200,FALSE,Postpaid
4943,Airtel 399,599,56,3,300,TRUE,Postpaid
4944,Airtel 299,499,28,1,300,TRUE,Prepaid
4945,Airtel 299,499,84,1.5,200,FALSE,Prepaid
4946,Airtel 299,199,28,1,200,TRUE,Prepaid
4947,Airtel 299,599,84,1,100,FALSE,Prepaid
4948,Airtel 399,599,28,1.5,200,FALSE,Postpaid
4949,Airtel 199,299,28,1,200,FALSE,Postpaid
4950,Airtel 199,299,28,2,100,TRUE,Prepaid
4951,Airtel 399,399,84,3,100,TRUE,Prepaid
4952,Airtel 199,199,56,2,300,TRUE,Postpaid
4953,Airtel 299,299,84,1,200,FALSE,Postpaid
4954,Airtel 499,299,28,2,100,FALSE,Prepaid
4955,Airtel 199,499,84,1.5,300,FALSE,Prepaid
4956,Airtel 399,399,28,3,200,TRUE,Postpaid
4957,Airtel 499,299,56,2,300,FALSE,Prepaid
4958,Airtel 499,499,84,2,200,TRUE,Prepaid
4959,Airtel 399,599,56,3,200,FALSE,Prepaid
4960,Airtel 499,599,84,1,100,TRUE,Postpaid
4961,Airtel 499,299,56,3,100,TRUE,Postpaid
4962,Airtel 499,399,84,1.5,100,TRUE,Postpaid
4963,Airtel 499,399,56,3,300,TRUE,Postpaid
4964,Airtel 499,499,28,1,200,FALSE,Postpaid
4965,Airtel 199,599,56,1,300,TRUE,Prepaid
4966,Airtel 199,499,28,1.5,100,FALSE,Prepaid
4967,Airtel 399,199,28,3,100,FALSE,Prepaid
4968,Airtel 199,499,84,3,300,TRUE,Prepaid
4969,Airtel 499,299,84,2,100,TRUE,Prepaid
4970,Airtel 399,399,56,1.5,300,FALSE,Prepaid
4971,Airtel 399,599,84,3,100,TRUE,Prepaid
4972,Airtel 299,399,84,2,100,FALSE,Prepaid
4973,Airtel 199,199,84,1.5,300,FALSE,Postpaid
4974,Airtel 199,499,56,2,300,FALSE,Prepaid
4975,Airtel 399,199,56,3,100,FALSE,Prepaid
4976,Airtel 499,399,56,1,100,FALSE,Prepaid
4977,Airtel 299,499,28,3,200,TRUE,Postpaid
4978,Airtel 499,299,28,2,300,FALSE,Prepaid
4979,Airtel 199,299,84,1.5,100,FALSE,Prepaid
4980,Airtel 399,399,28,2,100,FALSE,Prepaid
4981,Airtel 499,599,84,1,300,FALSE,Prepaid
4982,Airtel 399,199,56,1,100,TRUE,Postpaid
4983,Airtel 499,199,84,3,100,TRUE,Prepaid
4984,Airtel 499,599,28,1.5,200,TRUE,Prepaid
4985,Airtel 499,499,56,1,100,FALSE,Prepaid
4986,Airtel 499,299,56,1.5,300,FALSE,Postpaid
4987,Airtel 299,399,28,1.5,300,TRUE,Postpaid
4988,Airtel 399,299,84,3,100,TRUE,Postpaid
4989,Airtel 299,199,84,1.5,100,TRUE,Prepaid
4990,Airtel 499,299,56,1,100,FALSE,Prepaid
4991,Airtel 299,199,56,1.5,300,FALSE,Prepaid
4992,Airtel 299,599,28,1,200,TRUE,Postpaid
4993,Airtel 399,499,28,2,200,TRUE,Prepaid
4994,Airtel 499,499,56,1.5,200,FALSE,Prepaid
4995,Airtel 199,299,28,3,200,FALSE,Postpaid
4996,Airtel 499,299,56,3,100,FALSE,Postpaid
4997,Airtel 499,499,56,3,200,TRUE,Postpaid
4998,Airtel 499,299,84,3,100,FALSE,Postpaid
4999,Airtel 399,299,84,2,200,FALSE,Prepaid
5000,Airtel 199,199,84,3,300,FALSE,Prepaid
5001,Airtel 199,399,28,2,100,FALSE,Postpaid
5002,Airtel 499,199,28,3,300,TRUE,Postpaid
5003,Airtel 299,199,28,2,100,FALSE,Postpaid
5004,Airtel 199,599,28,2,100,FALSE,Prepaid
5005,Airtel 499,399,28,2,100,FALSE,Postpaid
5006,Airtel 399,299,28,1,300,FALSE,Prepaid
5007,Airtel 299,199,56,1,200,TRUE,Prepaid
5008,Airtel 399,299,84,2,100,TRUE,Prepaid
5009,Airtel 499,399,28,3,200,FALSE,Postpaid
5010,Airtel 199,599,84,1,100,TRUE,Postpaid
5011,Airtel 399,599,84,1,200,TRUE,Prepaid
5012,Airtel 399,399,84,3,100,FALSE,Prepaid
5013,Airtel 299,399,56,3,100,TRUE,Prepaid
5014,Airtel 499,199,84,1.5,100,FALSE,Prepaid
5015,Airtel 199,499,84,2,100,FALSE,Postpaid
5016,Airtel 499,199,84,1,300,FALSE,Postpaid
5017,Airtel 199,299,56,2,200,FALSE,Postpaid
5018,Airtel 199,499,56,3,100,FALSE,Postpaid
5019,Airtel 299,299,28,2,200,FALSE,Postpaid
5020,Airtel 299,399,28,3,200,TRUE,Postpaid
5021,Airtel 399,499,28,1.5,300,TRUE,Postpaid
5022,Airtel 299,199,84,1,300,FALSE,Postpaid
5023,Airtel 499,499,84,1,300,FALSE,Postpaid
5024,Airtel 499,399,56,3,300,FALSE,Prepaid
5025,Airtel 399,499,28,3,100,FALSE,Prepaid
5026,Airtel 499,399,28,1.5,100,FALSE,Prepaid
5027,Airtel 399,299,28,1.5,200,TRUE,Postpaid
5028,Airtel 299,499,28,1.5,100,FALSE,Prepaid
5029,Airtel 299,199,56,2,100,FALSE,Postpaid
5030,Airtel 499,299,28,1.5,200,TRUE,Prepaid
5031,Airtel 299,599,56,2,200,FALSE,Postpaid
5032,Airtel 199,399,56,3,300,TRUE,Prepaid
5033,Airtel 399,599,56,1,300,FALSE,Postpaid
5034,Airtel 299,399,56,2,100,FALSE,Prepaid
5035,Airtel 499,499,84,1.5,300,FALSE,Postpaid
5036,Airtel 499,599,84,1,200,TRUE,Postpaid
5037,Airtel 299,399,28,1,300,FALSE,Postpaid
5038,Airtel 499,299,28,2,200,TRUE,Prepaid
5039,Airtel 299,499,28,2,200,TRUE,Postpaid
5040,Airtel 199,299,28,3,100,FALSE,Postpaid
5041,Airtel 199,199,84,1.5,200,FALSE,Postpaid
5042,Airtel 499,599,28,1.5,300,FALSE,Postpaid
5043,Airtel 299,599,28,1,200,FALSE,Prepaid
5044,Airtel 199,499,84,1,100,TRUE,Prepaid
5045,Airtel 299,599,84,3,300,TRUE,Prepaid
5046,Airtel 199,199,84,3,100,FALSE,Postpaid
5047,Airtel 499,199,84,2,200,FALSE,Postpaid
5048,Airtel 399,299,56,2,300,FALSE,Postpaid
5049,Airtel 399,499,84,1.5,300,TRUE,Prepaid
5050,Airtel 199,599,84,1,100,FALSE,Prepaid
5051,Airtel 299,599,56,2,100,FALSE,Prepaid
5052,Airtel 299,599,56,1,200,TRUE,Postpaid
5053,Airtel 499,399,84,2,200,TRUE,Postpaid
5054,Airtel 499,499,28,1,100,TRUE,Prepaid
5055,Airtel 399,299,56,3,300,TRUE,Postpaid
5056,Airtel 199,599,28,1.5,300,FALSE,Postpaid
5057,Airtel 299,299,28,1.5,200,FALSE,Prepaid
5058,Airtel 199,299,84,1.5,100,TRUE,Prepaid
5059,Airtel 299,299,84,3,200,TRUE,Prepaid
5060,Airtel 299,499,56,1.5,300,TRUE,Postpaid
5061,Airtel 399,199,84,3,100,TRUE,Postpaid
5062,Airtel 199,599,56,2,100,TRUE,Postpaid
5063,Airtel 399,199,56,1.5,100,TRUE,Prepaid
5064,Airtel 299,299,56,3,100,TRUE,Prepaid
5065,Airtel 499,499,84,1.5,300,FALSE,Prepaid
5066,Airtel 199,199,28,1.5,200,FALSE,Prepaid
5067,Airtel 499,399,28,3,200,FALSE,Prepaid
5068,Airtel 299,299,28,1,300,FALSE,Prepaid
5069,Airtel 399,299,84,2,300,TRUE,Prepaid
5070,Airtel 299,299,28,2,300,FALSE,Postpaid
5071,Airtel 299,499,28,3,300,TRUE,Postpaid
5072,Airtel 199,199,28,2,200,FALSE,Postpaid
5073,Airtel 299,299,84,2,200,TRUE,Postpaid
5074,Airtel 199,199,28,1,100,FALSE,Postpaid
5075,Airtel 199,299,56,3,300,FALSE,Prepaid
5076,Airtel 199,199,84,2,200,FALSE,Prepaid
5077,Airtel 199,499,56,2,200,FALSE,Prepaid
5078,Airtel 399,399,56,2,100,FALSE,Postpaid
5079,Airtel 299,599,56,1.5,200,FALSE,Prepaid
5080,Airtel 399,399,84,1,200,FALSE,Postpaid
5081,Airtel 199,199,56,1.5,200,FALSE,Prepaid
5082,Airtel 199,599,84,3,100,FALSE,Postpaid
5083,Airtel 399,599,84,3,200,TRUE,Postpaid
5084,Airtel 299,499,84,1,300,TRUE,Prepaid
5085,Airtel 499,399,56,1.5,100,TRUE,Prepaid
5086,Airtel 199,499,28,1,100,TRUE,Postpaid
5087,Airtel 499,499,56,1.5,200,FALSE,Postpaid
5088,Airtel 199,499,84,1.5,300,TRUE,Prepaid
5089,Airtel 399,499,84,1.5,100,TRUE,Prepaid
5090,Airtel 399,199,84,1,200,FALSE,Prepaid
5091,Airtel 199,199,28,1.5,100,TRUE,Prepaid
5092,Airtel 499,199,28,2,300,TRUE,Postpaid
5093,Airtel 299,399,56,2,100,FALSE,Prepaid
5094,Airtel 399,399,56,2,100,TRUE,Prepaid
5095,Airtel 199,599,28,2,300,TRUE,Postpaid
5096,Airtel 499,199,28,3,200,TRUE,Prepaid
5097,Airtel 399,499,84,1.5,300,TRUE,Prepaid
5098,Airtel 199,499,56,3,200,FALSE,Postpaid
5099,Airtel 499,499,56,1.5,100,FALSE,Prepaid
5100,Airtel 499,599,84,3,300,FALSE,Prepaid
5101,Airtel 299,299,28,2,300,FALSE,Prepaid
5102,Airtel 199,399,84,1,300,FALSE,Postpaid
5103,Airtel 199,299,84,3,300,TRUE,Prepaid
5104,Airtel 399,599,28,3,200,TRUE,Postpaid
5105,Airtel 399,599,56,2,200,FALSE,Prepaid
5106,Airtel 499,299,28,1,100,TRUE,Prepaid
5107,Airtel 399,199,84,2,200,FALSE,Prepaid
5108,Airtel 299,499,84,2,300,FALSE,Postpaid
5109,Airtel 499,199,84,2,300,FALSE,Postpaid
5110,Airtel 199,499,84,1,300,FALSE,Prepaid
5111,Airtel 399,299,84,3,100,TRUE,Prepaid
5112,Airtel 399,499,28,3,300,FALSE,Prepaid
5113,Airtel 299,299,28,2,300,TRUE,Postpaid
5114,Airtel 399,399,28,1,200,FALSE,Prepaid
5115,Airtel 199,599,28,3,200,TRUE,Postpaid
5116,Airtel 199,499,56,1.5,300,TRUE,Prepaid
5117,Airtel 499,299,56,1.5,100,FALSE,Prepaid
5118,Airtel 499,499,84,2,300,TRUE,Prepaid
5119,Airtel 199,299,56,2,100,FALSE,Postpaid
5120,Airtel 199,499,84,1.5,200,FALSE,Prepaid
5121,Airtel 399,199,28,2,100,FALSE,Postpaid
5122,Airtel 299,299,84,1,300,TRUE,Prepaid
5123,Airtel 499,499,28,1,100,FALSE,Postpaid
5124,Airtel 399,299,84,3,100,FALSE,Prepaid
5125,Airtel 399,499,84,3,100,FALSE,Prepaid
5126,Airtel 299,199,56,1,300,TRUE,Prepaid
5127,Airtel 499,199,28,3,300,FALSE,Prepaid
5128,Airtel 199,299,84,2,200,FALSE,Postpaid
5129,Airtel 299,399,28,2,300,FALSE,Prepaid
5130,Airtel 299,199,28,2,300,TRUE,Prepaid
5131,Airtel 199,499,84,3,300,FALSE,Postpaid
5132,Airtel 199,599,28,1,200,FALSE,Postpaid
5133,Airtel 399,599,56,2,200,FALSE,Postpaid
5134,Airtel 399,399,56,1.5,300,TRUE,Prepaid
5135,Airtel 499,499,84,1.5,200,FALSE,Postpaid
5136,Airtel 299,499,56,1,300,FALSE,Postpaid
5137,Airtel 199,499,28,1,300,FALSE,Postpaid
5138,Airtel 499,499,28,3,100,FALSE,Postpaid
5139,Airtel 199,399,84,1.5,200,FALSE,Prepaid
5140,Airtel 499,399,56,1.5,200,FALSE,Postpaid
5141,Airtel 499,299,56,3,100,FALSE,Postpaid
5142,Airtel 299,299,28,1.5,100,FALSE,Prepaid
5143,Airtel 499,599,56,1,200,TRUE,Prepaid
5144,Airtel 399,399,56,1,100,FALSE,Postpaid
5145,Airtel 199,399,28,1,300,FALSE,Postpaid
5146,Airtel 199,599,56,1.5,100,TRUE,Postpaid
5147,Airtel 299,599,28,1.5,200,TRUE,Prepaid
5148,Airtel 299,199,84,2,200,FALSE,Prepaid
5149,Airtel 399,499,84,2,100,FALSE,Postpaid
5150,Airtel 299,199,56,1,100,FALSE,Prepaid
5151,Airtel 499,599,56,3,100,FALSE,Postpaid
5152,Airtel 199,299,28,2,200,FALSE,Postpaid
5153,Airtel 499,299,28,3,100,TRUE,Postpaid
5154,Airtel 199,399,84,1,100,TRUE,Prepaid
5155,Airtel 299,199,84,3,200,TRUE,Prepaid
5156,Airtel 499,399,84,1.5,100,TRUE,Postpaid
5157,Airtel 499,399,84,1,100,FALSE,Prepaid
5158,Airtel 399,399,28,1.5,100,FALSE,Postpaid
5159,Airtel 399,599,28,1,300,TRUE,Postpaid
5160,Airtel 199,499,84,1.5,100,TRUE,Prepaid
5161,Airtel 499,599,28,1,200,FALSE,Prepaid
5162,Airtel 499,199,28,1.5,100,FALSE,Postpaid
5163,Airtel 299,299,56,1,300,FALSE,Prepaid
5164,Airtel 299,399,84,2,200,FALSE,Postpaid
5165,Airtel 199,199,56,2,300,TRUE,Postpaid
5166,Airtel 399,299,84,2,100,FALSE,Prepaid
5167,Airtel 399,399,28,1.5,100,TRUE,Prepaid
5168,Airtel 399,299,28,1,200,TRUE,Postpaid
5169,Airtel 499,399,28,3,200,TRUE,Prepaid
5170,Airtel 399,299,28,1.5,100,TRUE,Prepaid
5171,Airtel 399,499,28,1.5,300,TRUE,Prepaid
5172,Airtel 299,399,56,2,300,TRUE,Postpaid
5173,Airtel 199,199,84,1.5,200,FALSE,Postpaid
5174,Airtel 299,199,84,1.5,200,TRUE,Postpaid
5175,Airtel 199,499,84,1,100,TRUE,Prepaid
5176,Airtel 399,299,84,2,300,TRUE,Postpaid
5177,Airtel 299,499,84,2,100,FALSE,Postpaid
5178,Airtel 199,599,28,1,300,TRUE,Postpaid
5179,Airtel 499,599,56,2,100,FALSE,Postpaid
5180,Airtel 499,299,28,3,100,FALSE,Prepaid
5181,Airtel 299,499,84,1.5,300,FALSE,Postpaid
5182,Airtel 299,399,28,1,200,FALSE,Prepaid
5183,Airtel 399,299,28,1.5,300,TRUE,Postpaid
5184,Airtel 199,599,56,3,300,TRUE,Postpaid
5185,Airtel 199,599,84,2,300,FALSE,Prepaid
5186,Airtel 499,399,84,1.5,200,TRUE,Postpaid
5187,Airtel 199,399,56,1,200,TRUE,Prepaid
5188,Airtel 299,499,56,1,300,FALSE,Prepaid
5189,Airtel 399,399,28,1,300,TRUE,Postpaid
5190,Airtel 299,499,84,3,200,FALSE,Postpaid
5191,Airtel 199,199,56,1.5,300,FALSE,Prepaid
5192,Airtel 499,599,84,1,300,FALSE,Prepaid
5193,Airtel 399,499,56,2,300,FALSE,Postpaid
5194,Airtel 299,599,56,1,200,FALSE,Postpaid
5195,Airtel 399,599,28,3,300,TRUE,Postpaid
5196,Airtel 299,299,28,2,200,FALSE,Postpaid
5197,Airtel 299,499,56,1,300,FALSE,Postpaid
5198,Airtel 399,399,84,3,100,FALSE,Postpaid
5199,Airtel 399,199,28,3,300,TRUE,Postpaid
5200,Airtel 199,599,56,2,200,TRUE,Prepaid
5201,Airtel 399,299,84,1,100,TRUE,Prepaid
5202,Airtel 199,299,84,1.5,300,TRUE,Postpaid
5203,Airtel 199,599,28,2,300,TRUE,Postpaid
5204,Airtel 299,399,84,1.5,300,FALSE,Prepaid
5205,Airtel 399,199,84,3,300,TRUE,Prepaid
5206,Airtel 199,199,84,1.5,200,FALSE,Prepaid
5207,Airtel 299,199,84,1,100,TRUE,Postpaid
5208,Airtel 499,499,56,3,100,FALSE,Postpaid
5209,Airtel 399,399,28,1,300,TRUE,Prepaid
5210,Airtel 299,399,56,2,200,FALSE,Postpaid
5211,Airtel 499,399,84,2,200,TRUE,Postpaid
5212,Airtel 399,499,84,3,200,TRUE,Postpaid
5213,Airtel 399,199,84,2,300,FALSE,Prepaid
5214,Airtel 299,399,84,1,300,TRUE,Prepaid
5215,Airtel 199,399,56,2,200,TRUE,Prepaid
5216,Airtel 499,599,84,2,200,FALSE,Prepaid
5217,Airtel 299,299,84,1.5,200,TRUE,Prepaid
5218,Airtel 399,599,84,1.5,300,TRUE,Postpaid
5219,Airtel 299,499,28,2,200,TRUE,Prepaid
5220,Airtel 499,299,56,1.5,300,TRUE,Prepaid
5221,Airtel 499,399,56,1.5,300,FALSE,Postpaid
5222,Airtel 399,199,84,1.5,300,FALSE,Prepaid
5223,Airtel 499,199,28,1,300,TRUE,Postpaid
5224,Airtel 499,199,56,3,100,TRUE,Prepaid
5225,Airtel 299,299,28,1,300,TRUE,Postpaid
5226,Airtel 299,199,56,1,200,TRUE,Postpaid
5227,Airtel 399,599,28,2,200,TRUE,Prepaid
5228,Airtel 499,199,28,2,300,TRUE,Postpaid
5229,Airtel 499,599,28,1.5,300,FALSE,Prepaid
5230,Airtel 299,299,56,2,200,TRUE,Prepaid
5231,Airtel 299,599,56,1.5,100,FALSE,Postpaid
5232,Airtel 299,599,28,2,100,TRUE,Prepaid
5233,Airtel 499,199,84,3,100,FALSE,Prepaid
5234,Airtel 199,299,28,3,300,TRUE,Prepaid
5235,Airtel 199,599,56,2,100,FALSE,Postpaid
5236,Airtel 199,499,56,1,300,TRUE,Postpaid
5237,Airtel 399,499,84,3,300,FALSE,Postpaid
5238,Airtel 299,299,84,1,300,FALSE,Prepaid
5239,Airtel 399,599,56,3,100,FALSE,Prepaid
5240,Airtel 499,399,84,3,100,TRUE,Prepaid
5241,Airtel 499,299,28,2,100,FALSE,Prepaid
5242,Airtel 199,499,28,3,100,FALSE,Prepaid
5243,Airtel 499,499,56,1.5,200,TRUE,Postpaid
5244,Airtel 499,499,28,2,300,FALSE,Prepaid
5245,Airtel 199,499,84,2,200,FALSE,Postpaid
5246,Airtel 399,199,56,1.5,100,TRUE,Postpaid
5247,Airtel 299,599,28,2,100,TRUE,Prepaid
5248,Airtel 299,299,56,1.5,300,FALSE,Prepaid
5249,Airtel 199,399,28,1.5,200,FALSE,Postpaid
5250,Airtel 199,199,56,3,100,TRUE,Postpaid
5251,Airtel 399,299,56,3,200,FALSE,Postpaid
5252,Airtel 499,199,84,1,200,TRUE,Postpaid
5253,Airtel 199,299,56,3,200,TRUE,Postpaid
5254,Airtel 199,399,56,1,200,TRUE,Postpaid
5255,Airtel 199,499,28,1.5,100,TRUE,Postpaid
5256,Airtel 399,199,56,2,100,FALSE,Prepaid
5257,Airtel 499,499,28,2,100,TRUE,Prepaid
5258,Airtel 399,399,56,1.5,200,FALSE,Postpaid
5259,Airtel 399,399,56,3,100,FALSE,Postpaid
5260,Airtel 299,199,56,3,200,FALSE,Postpaid
5261,Airtel 399,299,28,3,300,FALSE,Postpaid
5262,Airtel 499,299,56,1,100,TRUE,Prepaid
5263,Airtel 299,199,56,3,200,FALSE,Postpaid
5264,Airtel 499,199,56,1.5,300,TRUE,Postpaid
5265,Airtel 499,499,28,1,300,FALSE,Postpaid
5266,Airtel 399,599,56,1.5,300,TRUE,Prepaid
5267,Airtel 299,299,28,3,200,FALSE,Postpaid
5268,Airtel 299,299,28,1,200,FALSE,Prepaid
5269,Airtel 399,599,84,1,200,TRUE,Prepaid
5270,Airtel 299,499,28,1.5,100,TRUE,Postpaid
5271,Airtel 299,599,84,1,100,FALSE,Prepaid
5272,Airtel 299,199,84,1.5,100,TRUE,Postpaid
5273,Airtel 499,599,84,1,300,FALSE,Postpaid
5274,Airtel 199,499,84,2,100,TRUE,Prepaid
5275,Airtel 199,299,56,2,100,FALSE,Prepaid
5276,Airtel 399,499,28,3,200,TRUE,Prepaid
5277,Airtel 499,299,56,2,100,FALSE,Prepaid
5278,Airtel 399,499,84,1,100,TRUE,Prepaid
5279,Airtel 299,399,28,3,100,FALSE,Postpaid
5280,Airtel 199,499,84,2,300,FALSE,Prepaid
5281,Airtel 399,299,84,1.5,200,FALSE,Prepaid
5282,Airtel 299,599,28,1.5,100,FALSE,Prepaid
5283,Airtel 399,299,84,2,200,TRUE,Prepaid
5284,Airtel 499,399,56,1.5,200,FALSE,Prepaid
5285,Airtel 399,299,84,1.5,100,TRUE,Postpaid
5286,Airtel 399,599,28,2,100,FALSE,Prepaid
5287,Airtel 399,299,56,1,300,FALSE,Prepaid
5288,Airtel 499,399,28,1,300,FALSE,Prepaid
5289,Airtel 499,299,56,2,200,FALSE,Prepaid
5290,Airtel 199,599,84,1.5,100,TRUE,Postpaid
5291,Airtel 399,299,84,3,100,TRUE,Prepaid
5292,Airtel 399,399,56,1,300,FALSE,Prepaid
5293,Airtel 399,399,84,1.5,300,FALSE,Postpaid
5294,Airtel 399,299,84,2,300,TRUE,Postpaid
5295,Airtel 399,499,84,1,300,FALSE,Prepaid
5296,Airtel 299,299,84,3,200,FALSE,Postpaid
5297,Airtel 199,199,28,3,300,TRUE,Postpaid
5298,Airtel 499,199,84,3,100,TRUE,Postpaid
5299,Airtel 299,299,56,1,300,TRUE,Prepaid
5300,Airtel 299,499,56,1,100,FALSE,Prepaid
5301,Airtel 199,599,56,3,100,FALSE,Postpaid
5302,Airtel 499,199,84,3,200,TRUE,Postpaid
5303,Airtel 499,499,56,3,200,TRUE,Prepaid
5304,Airtel 199,399,28,1.5,300,FALSE,Postpaid
5305,Airtel 399,299,28,1,300,FALSE,Postpaid
5306,Airtel 499,199,84,2,200,TRUE,Postpaid
5307,Airtel 299,399,56,2,200,FALSE,Prepaid
5308,Airtel 299,199,84,2,300,FALSE,Prepaid
5309,Airtel 399,499,56,3,300,FALSE,Postpaid
5310,Airtel 299,599,56,3,100,FALSE,Postpaid
5311,Airtel 199,499,28,2,300,FALSE,Prepaid
5312,Airtel 499,199,28,2,100,TRUE,Postpaid
5313,Airtel 499,399,56,3,300,TRUE,Prepaid
5314,Airtel 199,399,56,1,100,TRUE,Postpaid
5315,Airtel 199,599,84,1.5,200,TRUE,Prepaid
5316,Airtel 499,599,56,2,300,FALSE,Postpaid
5317,Airtel 199,299,28,3,300,FALSE,Postpaid
5318,Airtel 499,399,28,1,200,FALSE,Postpaid
5319,Airtel 499,599,84,2,300,FALSE,Postpaid
5320,Airtel 499,299,28,3,200,TRUE,Postpaid
5321,Airtel 499,499,56,1.5,100,FALSE,Postpaid
5322,Airtel 299,299,56,1,300,FALSE,Postpaid
5323,Airtel 199,299,84,2,200,FALSE,Postpaid
5324,Airtel 399,499,28,2,100,TRUE,Prepaid
5325,Airtel 399,299,28,3,300,FALSE,Prepaid
5326,Airtel 299,399,28,1.5,200,FALSE,Postpaid
5327,Airtel 299,499,28,3,100,TRUE,Postpaid
5328,Airtel 199,399,84,2,200,FALSE,Postpaid
5329,Airtel 399,299,28,3,200,TRUE,Postpaid
5330,Airtel 399,199,84,1.5,200,TRUE,Postpaid
5331,Airtel 399,199,56,2,100,TRUE,Prepaid
5332,Airtel 399,499,56,1,300,TRUE,Prepaid
5333,Airtel 299,599,84,1,200,FALSE,Prepaid
5334,Airtel 399,599,28,3,200,FALSE,Postpaid
5335,Airtel 199,599,28,1,100,TRUE,Prepaid
5336,Airtel 299,199,84,1.5,300,TRUE,Postpaid
5337,Airtel 299,499,84,3,100,FALSE,Postpaid
5338,Airtel 499,399,28,1.5,100,FALSE,Prepaid
5339,Airtel 399,199,84,1.5,300,FALSE,Postpaid
5340,Airtel 399,499,28,2,100,TRUE,Prepaid
5341,Airtel 299,299,84,2,200,FALSE,Postpaid
5342,Airtel 199,499,84,1,300,FALSE,Prepaid
5343,Airtel 199,199,84,2,200,FALSE,Postpaid
5344,Airtel 199,199,28,1,200,TRUE,Postpaid
5345,Airtel 499,599,28,3,300,TRUE,Prepaid
5346,Airtel 499,599,28,1,200,TRUE,Postpaid
5347,Airtel 199,599,84,1,100,TRUE,Prepaid
5348,Airtel 199,499,28,1.5,200,TRUE,Prepaid
5349,Airtel 399,299,84,1.5,200,TRUE,Prepaid
5350,Airtel 299,499,56,1,100,TRUE,Postpaid
5351,Airtel 299,399,28,2,300,TRUE,Prepaid
5352,Airtel 399,499,56,1,100,FALSE,Postpaid
5353,Airtel 399,499,84,1.5,300,TRUE,Prepaid
5354,Airtel 499,299,56,2,300,TRUE,Postpaid
5355,Airtel 499,399,28,2,300,TRUE,Prepaid
5356,Airtel 199,599,28,1,100,TRUE,Prepaid
5357,Airtel 199,599,56,2,100,FALSE,Prepaid
5358,Airtel 199,499,84,3,300,FALSE,Postpaid
5359,Airtel 299,599,56,3,300,TRUE,Prepaid
5360,Airtel 499,599,84,3,100,FALSE,Prepaid
5361,Airtel 299,499,84,2,100,TRUE,Postpaid
5362,Airtel 199,199,28,1.5,200,FALSE,Prepaid
5363,Airtel 499,399,28,1,200,FALSE,Postpaid
5364,Airtel 199,499,28,2,100,FALSE,Postpaid
5365,Airtel 399,299,56,1.5,200,TRUE,Postpaid
5366,Airtel 399,599,84,3,200,FALSE,Postpaid
5367,Airtel 399,199,84,1.5,100,TRUE,Postpaid
5368,Airtel 499,199,28,1,100,TRUE,Postpaid
